user_id,activity_date,long_view_rate_t,dominant_tab,prior_7d_sessions_per_day,prior_7d_avg_minutes_per_session,sessions_t,future_7d_sessions
5,2022-04-23,0.4074074074074074,1,4.714285714285714,16.110304545454543,4,41
5,2022-04-24,0.32222222222222224,1,4.714285714285714,12.76086212121212,6,40
5,2022-04-25,0.21100917431192662,1,4.571428571428571,11.3739828125,5,40
5,2022-04-26,0.27388535031847133,1,4.428571428571429,12.467328494623654,6,38
5,2022-04-27,0.2631578947368421,1,4.428571428571429,11.893433333333334,10,31
5,2022-04-28,0.22026431718061673,1,5.285714285714286,14.78108783783784,6,28
5,2022-04-29,0.37777777777777777,1,5.571428571428571,15.602275213675215,4,28
5,2022-04-30,0.4264705882352941,1,5.857142857142857,15.737227235772357,4,29
5,2022-05-01,0.3962962962962963,1,5.857142857142857,16.568315853658536,5,30
6,2022-04-15,0.1343028229255774,1,7.0,38.498081972789116,7,27
6,2022-04-16,0.09090909090909091,1,7.0,35.37278537414967,4,26
6,2022-04-17,0.21678321678321677,1,6.571428571428571,33.36052971014493,4,26
6,2022-04-18,0.19791666666666666,1,6.0,33.745313095238096,4,25
6,2022-04-19,0.29508196721311475,1,5.571428571428571,29.370216666666668,2,28
6,2022-04-20,0.14423076923076922,0,5.0,23.389408095238096,6,26
6,2022-04-21,0.3028391167192429,1,4.714285714285714,24.1054101010101,4,28
6,2022-04-22,0.20773930753564154,1,4.428571428571429,19.807012903225804,3,26
6,2022-04-23,0.30158730158730157,1,3.857142857142857,22.803830864197533,3,28
6,2022-04-24,0.25,1,3.7142857142857144,25.59735576923077,4,26
6,2022-04-25,0.3643410852713178,1,3.7142857142857144,27.22976794871795,3,28
6,2022-04-26,0.25868725868725867,1,3.5714285714285716,27.589345999999995,5,26
6,2022-04-27,0.29207920792079206,1,4.0,25.227350595238097,4,24
6,2022-04-28,0.21828358208955223,1,3.7142857142857144,25.8643217948718,6,21
6,2022-04-29,0.42045454545454547,1,4.0,26.2228625,1,24
6,2022-04-30,0.27605633802816903,1,3.7142857142857144,23.482249358974357,5,22
6,2022-05-01,0.2545454545454545,1,4.0,20.989777976190474,2,24
7,2022-04-15,0.4076923076923077,1,6.714285714285714,31.907294680851066,5,45
7,2022-04-16,0.2084592145015106,1,6.857142857142857,28.598086805555553,7,47
7,2022-04-17,0.21224489795918366,1,6.857142857142857,29.844040624999995,6,50
7,2022-04-18,0.2474964234620887,1,6.428571428571429,28.51073074074074,7,49
7,2022-04-19,0.36792452830188677,1,6.714285714285714,32.23047340425532,6,49
7,2022-04-20,0.3328173374613003,1,6.571428571428571,24.924981521739127,6,45
7,2022-04-21,0.35374149659863946,1,6.142857142857143,28.4267496124031,7,43
7,2022-04-22,0.25,1,6.285714285714286,35.2414196969697,6,46
7,2022-04-23,0.21688159437280188,1,6.428571428571429,34.612480740740736,9,47
7,2022-04-24,0.3556701030927835,1,6.714285714285714,37.2807744680851,9,47
7,2022-04-25,0.3018867924528302,1,7.142857142857143,38.106967999999995,6,48
7,2022-04-26,0.3079584775086505,1,7.0,34.21275612244898,6,49
7,2022-04-27,0.33454545454545453,1,7.0,34.57733605442177,2,53
7,2022-04-28,0.30445859872611464,1,6.428571428571429,33.285719629629625,5,60
7,2022-04-29,0.3507751937984496,1,6.142857142857143,33.49985155038759,9,58
7,2022-04-30,0.2909090909090909,1,6.571428571428571,35.69780615942029,10,54
7,2022-05-01,0.33098591549295775,1,6.714285714285714,31.296211702127657,9,52
8,2022-04-15,0.4150197628458498,1,4.285714285714286,21.792101666666667,5,29
8,2022-04-16,0.379746835443038,1,4.285714285714286,23.532397222222226,6,29
8,2022-04-17,0.2735294117647059,1,4.428571428571429,18.2762188172043,4,30
8,2022-04-18,0.39903846153846156,1,4.428571428571429,20.797152688172037,4,31
8,2022-04-19,0.2687224669603524,4,4.285714285714286,21.768058888888888,4,27
8,2022-04-20,0.47191011235955055,1,4.285714285714286,22.78713388888889,1,27
8,2022-04-21,0.532608695652174,1,4.0,24.75648095238095,3,25
8,2022-04-22,0.4857142857142857,4,3.857142857142857,21.816766666666666,7,21
8,2022-04-23,0.4209039548022599,1,4.142857142857143,20.55400574712644,6,16
8,2022-04-24,0.3333333333333333,1,4.142857142857143,24.60375459770115,5,13
8,2022-04-25,0.2885572139303483,4,4.285714285714286,21.464166111111112,5,9
8,2022-04-27,0.18236472945891782,1,3.857142857142857,22.300825925925924,1,10
8,2022-04-28,0.7142857142857143,1,3.857142857142857,25.804093827160496,1,11
8,2022-04-29,0.5476190476190477,1,3.5714285714285716,26.193179333333337,3,13
8,2022-04-30,0.39705882352941174,1,3.0,25.764850793650794,1,16
8,2022-05-01,0.47058823529411764,4,2.2857142857142856,26.959879166666667,2,16
9,2022-04-15,0.3333333333333333,1,1.0,7.663730952380953,1,6
9,2022-04-16,0.5333333333333333,1,1.0,2.828992857142857,1,6
9,2022-04-18,0.52,1,0.8571428571428571,3.2847055555555555,1,7
9,2022-04-19,0.7333333333333333,1,0.8571428571428571,4.555413888888888,1,7
9,2022-04-20,0.5555555555555556,1,1.0,5.363219047619047,1,7
9,2022-04-21,0.9166666666666666,1,0.8571428571428571,6.486633333333334,1,7
9,2022-04-22,0.8,1,0.8571428571428571,9.797649999999999,1,7
9,2022-04-23,0.8333333333333334,1,0.8571428571428571,12.708894444444445,1,7
9,2022-04-24,0.4444444444444444,1,0.8571428571428571,11.527500000000002,1,7
9,2022-04-25,0.7272727272727273,1,1.0,10.792280952380953,1,7
9,2022-04-26,0.6923076923076923,1,1.0,11.961304761904762,1,7
9,2022-04-27,0.8,1,1.0,13.61345,1,7
9,2022-04-28,0.625,1,1.0,13.72619761904762,1,7
9,2022-04-29,0.875,1,1.0,11.61536904761905,1,7
9,2022-04-30,0.76,1,1.0,14.497916666666667,1,7
9,2022-05-01,0.8461538461538461,1,1.0,16.45748095238095,1,8
10,2022-04-15,0.3333333333333333,2,0.2857142857142857,8.16065,2,23
10,2022-04-16,0.2823529411764706,2,0.5714285714285714,6.4761,5,24
10,2022-04-17,0.2318840579710145,2,1.2857142857142858,7.490216666666665,1,25
10,2022-04-18,0.39622641509433965,2,1.4285714285714286,9.720415,3,25
10,2022-04-19,0.6666666666666666,2,1.8571428571428572,14.696751282051281,2,27
10,2022-04-20,0.5625,2,2.142857142857143,14.390585555555555,5,29
10,2022-04-21,0.2903225806451613,2,2.7142857142857144,12.09089298245614,3,33
10,2022-04-22,0.5,2,3.0,10.80693492063492,4,34
10,2022-04-23,0.6933333333333334,2,3.2857142857142856,11.87742028985507,6,34
10,2022-04-24,0.7,2,3.4285714285714284,13.38448611111111,2,39
10,2022-04-25,0.5952380952380952,2,3.5714285714285716,12.565238666666666,3,40
10,2022-04-26,0.5652173913043478,2,3.5714285714285716,12.573582000000002,4,42
10,2022-04-27,0.5675675675675675,1,3.857142857142857,13.762601851851851,7,39
10,2022-04-28,0.5204918032786885,4,4.142857142857143,19.464310919540228,7,39
10,2022-04-29,0.5579710144927537,2,4.714285714285714,22.574388383838382,5,41
10,2022-04-30,0.4534412955465587,2,4.857142857142857,24.95160931372549,6,37
10,2022-05-01,0.24,1,4.857142857142857,26.922877941176473,7,38
11,2022-04-15,0.5357142857142857,1,2.857142857142857,35.16442666666667,3,34
11,2022-04-16,0.5252525252525253,1,3.0,35.43438412698412,5,30
11,2022-04-17,0.4514285714285714,1,3.2857142857142856,45.03309492753623,5,27
11,2022-04-18,0.43983402489626555,1,3.4285714285714284,43.24766666666667,6,22
11,2022-04-19,0.3940677966101695,1,3.7142857142857144,50.2440532051282,6,23
11,2022-04-20,0.3546099290780142,1,4.285714285714286,44.80651888888888,5,21
11,2022-04-21,0.44363636363636366,1,4.714285714285714,40.147453535353534,5,20
11,2022-04-22,0.8333333333333334,1,5.0,38.02498619047619,2,22
11,2022-04-23,0.6071428571428571,1,4.857142857142857,36.168615686274514,1,25
11,2022-04-24,0.5061728395061729,1,4.285714285714286,31.411368888888884,2,27
11,2022-04-25,0.55,1,3.857142857142857,31.066313580246916,1,30
11,2022-04-26,0.4755244755244755,1,3.142857142857143,22.984964393939393,7,27
11,2022-04-27,0.37037037037037035,1,3.2857142857142856,19.48237971014493,3,28
11,2022-04-28,0.40641711229946526,1,3.0,20.511461111111114,4,30
11,2022-04-29,0.5225225225225225,1,2.857142857142857,17.343721666666667,4,28
11,2022-04-30,0.42592592592592593,1,3.142857142857143,19.452793181818183,4,25
11,2022-05-01,0.44155844155844154,1,3.5714285714285716,20.007356666666666,4,24
12,2022-04-21,0.0,2,0.42857142857142855,28.6983,3,16
12,2022-04-22,0.0,2,0.42857142857142855,0.0,5,11
12,2022-04-23,0.25,2,1.1428571428571428,0.0,3,9
12,2022-04-24,0.42857142857142855,1,1.5714285714285714,7.262003030303029,3,7
12,2022-04-26,0.4,1,2.0,5.705859523809523,2,10
12,2022-04-27,0.6666666666666666,2,2.2857142857142856,5.370459374999999,2,13
12,2022-04-28,0.0,2,2.5714285714285716,6.677707407407407,1,16
12,2022-04-30,0.0,2,1.5714285714285714,10.927157575757574,1,22
12,2022-05-01,0.0,2,1.2857142857142858,4.479633333333333,1,22
13,2022-04-15,0.47692307692307695,1,2.5714285714285716,45.0714425925926,3,16
13,2022-04-16,0.4387755102040816,1,2.2857142857142856,63.272691666666674,10,16
13,2022-04-17,0.43333333333333335,1,2.4285714285714284,63.514292156862744,2,19
13,2022-04-22,0.36666666666666664,1,2.142857142857143,63.52187666666667,4,20
13,2022-04-23,0.4550898203592814,1,2.2857142857142856,43.53049583333333,10,17
13,2022-04-24,0.3,1,2.2857142857142856,36.627625,5,18
13,2022-04-29,0.391304347826087,1,2.7142857142857144,29.102085964912284,5,36
13,2022-04-30,0.4280078895463511,1,2.857142857142857,27.69943,7,34
13,2022-05-01,0.37964071856287424,1,2.4285714285714284,36.43598529411765,6,34
14,2022-04-15,0.45,1,4.571428571428571,30.00231822916666,4,30
14,2022-04-16,0.3963963963963964,1,4.428571428571429,28.660147311827956,3,31
14,2022-04-17,0.3676148796498906,1,4.428571428571429,29.718202688172045,7,27
14,2022-04-18,0.24752475247524752,1,4.571428571428571,33.04913697916667,5,32
14,2022-04-19,0.3352112676056338,1,4.571428571428571,33.885581249999994,3,31
14,2022-04-20,0.33653846153846156,1,4.428571428571429,32.470273655913985,4,31
14,2022-04-21,0.4052863436123348,1,4.428571428571429,33.965354301075266,5,30
14,2022-04-22,0.2626582278481013,1,4.428571428571429,32.28622365591398,3,32
14,2022-04-23,0.2,1,4.285714285714286,35.494374444444446,4,32
14,2022-04-24,0.23326133909287258,1,4.428571428571429,36.2264935483871,3,32
14,2022-04-25,0.31852791878172587,1,3.857142857142857,41.59477716049383,10,25
14,2022-04-26,0.3425414364640884,1,4.571428571428571,37.66449739583333,2,27
14,2022-04-27,0.27298050139275765,1,4.428571428571429,36.406195698924726,4,28
14,2022-04-28,0.27648578811369506,1,4.428571428571429,38.261005913978494,4,28
14,2022-04-29,0.352549889135255,1,4.285714285714286,41.70583333333333,5,29
14,2022-04-30,0.3392857142857143,1,4.571428571428571,40.49481197916666,4,30
14,2022-05-01,0.2517241379310345,1,4.571428571428571,37.79420156249999,3,32
15,2022-04-15,0.3127962085308057,1,7.857142857142857,70.4176303030303,9,57
15,2022-04-16,0.37098844672657255,1,7.571428571428571,71.21627735849057,6,59
15,2022-04-17,0.2561359345500315,1,6.571428571428571,95.04959130434781,8,58
15,2022-04-18,0.25149700598802394,1,7.0,85.72144727891155,4,64
15,2022-04-19,0.1713961407491487,1,6.428571428571429,84.11350481481482,6,65
15,2022-04-20,0.15978928884986832,0,6.285714285714286,76.69902916666666,11,64
15,2022-04-21,0.21536523929471033,1,7.285714285714286,60.63937614379085,11,66
15,2022-04-22,0.20816733067729085,1,7.857142857142857,59.85531303030303,11,66
15,2022-04-23,0.2513586956521739,1,8.142857142857142,55.19689883040935,8,64
15,2022-04-24,0.17810599478714162,0,8.428571428571429,45.11521581920905,7,62
15,2022-04-25,0.18273260687342832,1,8.285714285714286,49.113492528735634,10,60
15,2022-04-26,0.2470059880239521,1,9.142857142857142,52.499278385416666,7,59
15,2022-04-27,0.2608108108108108,1,9.285714285714286,57.902656923076925,10,53
15,2022-04-28,0.25,1,9.142857142857142,59.93815052083335,13,49
15,2022-04-29,0.33086876155268025,1,9.428571428571429,55.53231868686869,11,46
15,2022-04-30,0.3174971031286211,1,9.428571428571429,58.92387651515151,6,51
15,2022-05-01,0.2988338192419825,1,9.142857142857142,61.76956015625,5,54
16,2022-04-15,0.22020431328036322,0,11.285714285714286,22.235496413502112,7,78
16,2022-04-16,0.20958083832335328,0,10.857142857142858,23.81693662280702,7,79
16,2022-04-17,0.18175338560228083,0,10.0,30.462999523809522,10,77
16,2022-04-18,0.12110726643598616,0,10.0,33.41144285714286,14,75
16,2022-04-19,0.15663524292965916,0,10.428571428571429,34.75038767123287,12,71
16,2022-04-20,0.05227882037533512,0,10.428571428571429,40.127455251141555,14,67
16,2022-04-21,0.10756123535676251,0,10.714285714285714,41.287583111111104,11,69
16,2022-04-22,0.2137809187279152,0,10.714285714285714,45.01327977777778,10,73
16,2022-04-23,0.1472239550842171,0,11.142857142857142,44.99881944444444,8,76
16,2022-04-24,0.12401574803149606,0,11.285714285714286,45.29085970464135,8,76
16,2022-04-25,0.1530278232405892,0,11.0,46.203162121212124,12,77
16,2022-04-26,0.23934426229508196,0,10.714285714285714,49.17112022222222,8,79
16,2022-04-27,0.1282565130260521,0,10.142857142857142,48.90221009389672,10,77
16,2022-04-28,0.18246687054026503,0,9.571428571428571,52.6087052238806,13,73
16,2022-04-29,0.12392638036809817,0,9.857142857142858,49.55290217391305,14,68
16,2022-04-30,0.13309061488673138,0,10.428571428571429,45.85116461187214,11,67
16,2022-05-01,0.09915518008003557,0,10.857142857142858,44.74821842105263,8,68
17,2022-04-15,0.2,1,1.7142857142857142,5.925529166666666,1,8
17,2022-04-16,0.6551724137931034,1,1.7142857142857142,5.988797222222222,2,8
17,2022-04-20,0.75,1,1.0,6.963821428571428,3,7
17,2022-04-21,0.75,1,1.1428571428571428,7.1601125,2,6
17,2022-04-22,0.8387096774193549,1,1.1428571428571428,7.915643749999999,1,6
17,2022-04-23,0.7333333333333333,1,1.1428571428571428,9.500743750000002,2,6
17,2022-04-25,0.9285714285714286,1,1.1428571428571428,16.422545833333334,1,8
17,2022-04-27,0.6825396825396826,1,1.2857142857142858,16.475435185185184,1,8
17,2022-04-28,0.0,1,1.0,23.936719047619043,1,8
17,2022-04-29,0.6851851851851852,1,0.8571428571428571,26.91879722222222,1,7
17,2022-04-30,0.7526881720430108,1,0.8571428571428571,27.764244444444444,2,5
17,2022-05-01,0.5882352941176471,1,0.8571428571428571,17.94243611111111,2,4
18,2022-04-15,0.6026490066225165,1,3.7142857142857144,22.66301153846154,2,22
18,2022-04-16,0.6,1,3.4285714285714284,25.43050277777778,1,29
18,2022-04-17,0.85,1,3.142857142857143,33.25974015151515,2,30
18,2022-04-18,0.6304347826086957,1,3.142857142857143,32.04118787878787,6,27
18,2022-04-19,0.5930735930735931,1,3.0,35.01199523809524,5,27
18,2022-04-20,0.5194805194805194,1,3.0,36.64615476190476,3,29
18,2022-04-21,0.5697674418604651,1,3.142857142857143,40.448209848484844,4,26
18,2022-04-22,0.64,1,3.2857142857142856,41.26358550724638,1,26
18,2022-04-23,0.5038560411311054,1,3.142857142857143,42.1516446969697,8,20
18,2022-04-24,0.521505376344086,1,4.142857142857143,36.25560000000001,3,19
18,2022-04-25,0.37339055793991416,1,4.285714285714286,38.69551277777778,3,17
18,2022-04-26,0.4582043343653251,1,3.857142857142857,37.9753475308642,5,17
18,2022-04-27,0.46078431372549017,1,3.857142857142857,37.267372839506166,5,15
18,2022-04-28,0.41025641025641024,1,4.142857142857143,35.395242528735636,1,18
18,2022-04-29,0.3563218390804598,1,3.7142857142857144,37.35689743589744,1,22
18,2022-04-30,0.296875,1,3.7142857142857144,36.87027371794872,2,22
18,2022-05-01,0.6021505376344086,1,2.857142857142857,36.08564583333333,2,24
19,2022-04-15,0.07236842105263158,0,7.714285714285714,33.20066604938272,4,58
19,2022-04-16,0.046948356807511735,0,7.0,35.38381768707483,8,57
19,2022-04-17,0.05401459854014599,0,7.0,39.422488095238094,7,57
19,2022-04-18,0.03957528957528957,0,6.714285714285714,43.32616382978723,12,55
19,2022-04-19,0.015873015873015872,0,7.428571428571429,40.61710993589744,9,51
19,2022-04-20,0.05329153605015674,0,7.857142857142857,31.88368393939394,7,53
19,2022-04-21,0.060109289617486336,0,7.571428571428571,31.178372012578617,8,53
19,2022-04-22,0.04030226700251889,0,7.857142857142857,34.01710666666667,7,52
19,2022-04-23,0.01174934725848564,0,8.285714285714286,36.16440258620689,7,49
19,2022-04-24,0.020338983050847456,0,8.142857142857142,39.50822046783626,7,49
19,2022-04-25,0.013888888888888888,0,8.142857142857142,38.76439649122807,10,50
19,2022-04-26,0.032467532467532464,0,7.857142857142857,36.392922727272726,5,56
19,2022-04-27,0.038523274478330656,0,7.285714285714286,38.77333823529412,9,54
19,2022-04-28,0.03435114503816794,0,7.571428571428571,40.59385220125787,8,56
19,2022-04-29,0.05351170568561873,0,7.571428571428571,38.624555974842764,6,58
19,2022-04-30,0.038461538461538464,0,7.428571428571429,35.321191346153846,4,67
19,2022-05-01,0.01652892561983471,0,7.0,28.89438469387755,7,69
20,2022-04-15,0.3864734299516908,1,1.2857142857142858,20.007792592592594,1,7
20,2022-04-16,0.2903225806451613,1,1.1428571428571428,22.09948541666667,1,7
20,2022-04-17,0.43548387096774194,1,1.0,28.642711904761907,1,6
20,2022-04-18,0.45977011494252873,1,1.0,29.6750619047619,3,4
20,2022-04-20,0.24242424242424243,1,1.2857142857142858,28.508405555555555,1,3
20,2022-04-21,0.45454545454545453,1,1.1428571428571428,29.80992916666667,1,2
20,2022-04-23,0.3357664233576642,1,1.0,22.612795238095238,1,3
20,2022-04-25,0.5925925925925926,1,0.8571428571428571,22.52385,1,6
20,2022-04-30,0.39303482587064675,4,0.2857142857142857,27.883425000000003,2,16
20,2022-05-01,0.22466960352422907,1,0.42857142857142855,35.68217222222222,1,15
21,2022-04-15,0.4632768361581921,1,6.857142857142857,29.90928576388889,5,58
21,2022-04-16,0.2723404255319149,1,6.285714285714286,28.602482575757573,5,61
21,2022-04-17,0.30834512022630833,1,6.428571428571429,29.179641481481486,8,61
21,2022-04-18,0.14126984126984127,0,6.285714285714286,27.672346212121212,8,61
21,2022-04-19,0.2273781902552204,1,6.0,24.4367380952381,9,61
21,2022-04-20,0.25024630541871923,1,7.142857142857143,25.182323,9,60
21,2022-04-21,0.2620481927710843,1,7.285714285714286,23.323786928104575,10,57
21,2022-04-22,0.26861702127659576,1,7.714285714285714,24.66191543209877,9,50
21,2022-04-23,0.3282336578581363,1,8.285714285714286,27.265018678160917,8,47
21,2022-04-24,0.2558299039780521,1,8.714285714285714,29.797797267759567,8,46
21,2022-04-25,0.24620060790273557,1,8.714285714285714,32.586865846994534,8,45
21,2022-04-26,0.3259827420901246,1,8.714285714285714,39.139853005464474,9,42
21,2022-04-27,0.26405451448040884,1,8.714285714285714,39.929530327868854,8,42
21,2022-04-28,0.2170418006430868,1,8.571428571428571,38.80706305555555,7,44
21,2022-04-29,0.16666666666666666,0,8.142857142857142,41.6685134502924,2,49
21,2022-04-30,0.23684210526315788,1,7.142857142857143,40.90961866666667,5,48
21,2022-05-01,0.2948328267477204,1,6.714285714285714,39.60451312056738,7,47
22,2022-04-15,0.09488372093023256,1,6.285714285714286,29.516279166666667,4,40
22,2022-04-16,0.1505711318795431,4,6.0,29.792933333333334,5,38
22,2022-04-17,0.14052287581699346,1,5.714285714285714,35.384324166666666,8,34
22,2022-04-18,0.09004092769440655,4,5.857142857142857,34.25266829268292,5,33
22,2022-04-19,0.13495934959349593,4,5.285714285714286,35.341030630630634,7,28
22,2022-04-20,0.1619047619047619,1,5.428571428571429,32.08170438596492,7,23
22,2022-04-21,0.09345794392523364,1,5.857142857142857,27.70719390243903,3,22
22,2022-04-22,0.0958904109589041,1,5.571428571428571,26.321327350427357,5,21
22,2022-04-23,0.16184971098265896,1,5.714285714285714,24.830504583333337,3,22
22,2022-04-24,0.24193548387096775,1,5.428571428571429,19.353154824561408,4,22
22,2022-04-25,0.17391304347826086,1,4.857142857142857,15.793277450980394,4,23
22,2022-04-26,0.29411764705882354,1,4.714285714285714,12.485723737373739,2,24
22,2022-04-27,0.09146341463414634,1,4.0,11.975764285714286,2,27
22,2022-04-28,0.26785714285714285,1,3.2857142857142856,11.569797101449273,2,30
