user_id,activity_date,dominant_tab,long_view_rate_t,prior_7d_sessions_per_day,prior_7d_avg_minutes_per_session,sessions_t,future_7d_sessions
82,2022-04-25,1,0.19818652849740934,4.0,61.259550000000004,4,39
82,2022-04-26,1,0.14805194805194805,4.142857142857143,54.56407183908047,4,41
82,2022-05-01,1,0.19254658385093168,5.571428571428571,43.899375213675214,4,37
86,2022-04-15,2,0.5,2.0,4.9757083333333325,3,11
86,2022-04-16,2,0.5652173913043478,2.2857142857142856,6.5045802083333335,1,13
86,2022-04-17,2,1.0,2.0,7.323324999999999,1,14
86,2022-04-18,2,1.0,2.0,7.323324999999999,1,14
86,2022-04-19,2,1.0,1.8571428571428572,5.042715384615383,1,16
86,2022-04-20,2,0.3333333333333333,1.5714285714285714,5.959572727272726,1,19
86,2022-04-21,2,0.3333333333333333,1.4285714285714286,6.555529999999999,3,19
86,2022-04-22,2,0.20512820512820512,1.5714285714285714,4.368643939393939,3,20
86,2022-04-23,2,0.7058823529411765,1.5714285714285714,1.7036060606060603,3,19
86,2022-04-24,2,0.6666666666666666,1.8571428571428572,8.542535897435897,2,18
86,2022-04-25,1,0.46296296296296297,2.0,12.09784642857143,1,19
86,2022-04-26,1,0.5691056910569106,2.0,14.934853571428572,3,18
86,2022-04-27,1,0.45255474452554745,2.2857142857142856,17.139273958333334,4,18
86,2022-04-28,2,0.5918367346938775,2.7142857142857144,17.890997368421054,3,20
86,2022-04-29,1,0.4537037037037037,2.7142857142857144,20.697827192982455,4,17
86,2022-04-30,1,0.488,2.857142857142857,21.471758333333334,2,20
86,2022-05-01,1,0.582089552238806,2.7142857142857144,25.745242105263156,1,22
103,2022-04-15,1,0.7058823529411765,3.857142857142857,9.830056790123457,2,37
103,2022-04-16,2,0.5384615384615384,3.142857142857143,10.53044090909091,4,40
103,2022-04-17,2,0.5047619047619047,2.857142857142857,10.635004166666667,6,39
103,2022-04-20,1,0.725,3.2857142857142856,7.781583333333335,3,39
103,2022-04-21,1,0.5666666666666667,3.5714285714285716,9.299757333333334,5,39
103,2022-04-22,1,0.42201834862385323,4.285714285714286,9.034652222222222,9,35
103,2022-04-23,1,0.3707865168539326,5.285714285714286,10.02588963963964,7,34
103,2022-04-24,1,0.6333333333333333,5.714285714285714,10.366339583333334,5,34
103,2022-04-25,1,0.6568627450980392,5.571428571428571,9.006720512820513,7,34
103,2022-04-26,1,0.7407407407407407,6.0,10.477374206349209,3,33
103,2022-04-28,1,0.6,5.571428571428571,10.788985042735042,5,29
103,2022-04-29,1,0.7948717948717948,5.571428571428571,10.553279487179488,5,27
103,2022-04-30,1,0.5909090909090909,5.0,9.636681428571428,6,25
103,2022-05-01,1,0.7215189873417721,4.857142857142857,8.980960294117647,5,23
115,2022-04-15,2,0.5952045133991537,4.285714285714286,71.65738888888889,5,41
115,2022-04-16,2,0.6231691078561917,4.285714285714286,77.37273444444443,8,38
115,2022-04-17,2,0.5596919127086007,4.714285714285714,68.83074747474748,6,38
115,2022-04-18,2,0.5347222222222222,5.285714285714286,67.8644,5,37
115,2022-04-19,2,0.6565656565656566,5.285714285714286,67.21714774774776,4,40
115,2022-04-20,2,0.7257281553398058,5.428571428571429,60.62250833333332,5,38
115,2022-04-21,2,0.6706443914081146,5.428571428571429,59.66727719298246,7,36
115,2022-04-22,2,0.75,5.714285714285714,52.80583708333334,6,36
115,2022-04-23,2,0.7565891472868217,5.857142857142857,51.70214146341463,5,35
115,2022-04-24,1,0.6048387096774194,5.428571428571429,53.82698114035088,6,34
115,2022-04-25,2,0.7007299270072993,5.428571428571429,44.67434078947369,4,34
115,2022-04-26,1,0.7468619246861925,5.285714285714286,48.170809009009005,7,31
115,2022-04-27,1,0.6905829596412556,5.714285714285714,52.832401666666655,3,33
115,2022-04-28,1,0.6027060270602707,5.428571428571429,63.2382451754386,5,35
115,2022-04-29,2,0.6263157894736842,5.142857142857143,75.46607824074074,6,34
115,2022-04-30,2,0.6281446540880503,5.142857142857143,73.68498981481483,4,33
115,2022-05-01,2,0.6533466533466533,5.0,82.44162476190475,5,35
123,2022-04-15,1,0.2576966932725199,8.571428571428571,33.58627277777778,9,60
123,2022-04-16,1,0.281437125748503,8.571428571428571,32.78754027777778,10,55
123,2022-04-17,1,0.3180987202925046,9.142857142857142,31.87827578125,5,56
123,2022-04-18,1,0.25392156862745097,9.0,32.048984656084656,12,52
123,2022-04-19,1,0.32304900181488205,9.285714285714286,30.36407743589744,8,55
123,2022-04-20,1,0.2804123711340206,8.857142857142858,30.034333064516122,9,51
123,2022-04-21,1,0.3411764705882353,8.714285714285714,30.695855737704917,8,52
123,2022-04-22,1,0.26906474820143883,8.714285714285714,31.826147540983605,8,53
123,2022-04-23,1,0.26153846153846155,8.571428571428571,32.02104277777778,5,60
123,2022-04-24,1,0.27794561933534745,7.857142857142857,31.041052121212118,6,64
123,2022-04-25,1,0.3020285499624343,8.0,29.179706547619045,8,60
123,2022-04-26,1,0.3053571428571429,7.428571428571429,37.89210961538462,11,52
123,2022-04-27,1,0.22439893143365983,7.857142857142857,39.64301030303031,5,56
123,2022-04-28,1,0.2892459826946848,7.285714285714286,41.549097385620925,9,58
123,2022-04-29,1,0.3085824493731919,7.428571428571429,39.75091538461538,9,57
123,2022-04-30,1,0.23809523809523808,7.571428571428571,42.41427012578616,12,49
123,2022-05-01,2,0.18890356671070013,8.571428571428571,40.48860722222223,10,50
134,2022-04-15,2,0.37037037037037035,5.142857142857143,14.87025833333333,1,39
134,2022-04-16,2,1.0,4.714285714285714,16.627803030303028,1,40
134,2022-04-17,2,0.37349397590361444,4.0,17.744233928571425,7,35
134,2022-04-18,2,0.4866666666666667,4.0,17.90657380952381,7,32
134,2022-04-19,2,0.3181818181818182,4.0,19.61733511904762,6,28
134,2022-04-20,2,0.1957547169811321,4.142857142857143,17.10031379310345,6,27
134,2022-04-21,2,0.44776119402985076,4.571428571428571,19.07689010416667,5,24
134,2022-04-22,2,0.4567307692307692,4.714285714285714,18.7059,7,20
134,2022-04-23,2,0.5,5.571428571428571,18.96557606837607,2,20
134,2022-04-24,2,0.5925925925925926,5.714285714285714,18.726352083333335,2,22
134,2022-04-25,2,0.42424242424242425,5.0,19.469067142857142,4,22
134,2022-04-26,2,0.3333333333333333,4.571428571428571,17.12054895833333,2,26
134,2022-04-27,2,0.3584905660377358,4.0,16.94391726190476,5,25
134,2022-04-28,1,0.22916666666666666,3.857142857142857,11.883577777777775,2,30
134,2022-04-29,1,0.2737430167597765,3.4285714285714284,12.018345833333333,3,32
134,2022-04-30,1,0.7,2.857142857142857,13.352497499999998,2,34
134,2022-05-01,1,0.40683229813664595,2.857142857142857,13.017589999999998,4,33
136,2022-04-15,2,0.15157894736842106,3.0,55.24060079365078,3,16
136,2022-04-16,2,0.41387024608501116,3.0,49.9469873015873,2,18
136,2022-04-17,2,0.46835443037974683,2.5714285714285716,57.1631675925926,2,17
136,2022-04-19,2,0.0,1.8571428571428572,69.57891025641025,1,17
136,2022-04-20,2,0.29098360655737704,1.8571428571428572,65.83403974358974,3,16
136,2022-04-21,2,0.27722772277227725,2.142857142857143,61.279445555555554,4,14
136,2022-04-22,1,0.2645739910313901,2.2857142857142856,46.737709375,3,14
136,2022-04-23,2,0.2996941896024465,2.2857142857142856,44.709271875,4,15
136,2022-04-25,1,0.265625,2.4285714285714284,27.500782352941176,1,22
136,2022-04-26,1,0.2962962962962963,2.4285714285714284,30.098199019607847,1,25
136,2022-04-28,1,0.43023255813953487,2.2857142857142856,33.45947083333333,2,30
136,2022-04-29,1,0.11645569620253164,2.0,38.40513214285714,3,28
136,2022-04-30,1,0.21871820956256358,2.0,36.72617738095237,5,27
136,2022-05-01,2,0.3034825870646766,2.142857142857143,41.20976777777778,3,31
177,2022-04-15,1,0.27848101265822783,7.571428571428571,13.68022075471698,9,50
177,2022-04-16,1,0.15497076023391812,8.142857142857142,12.372480116959062,8,47
177,2022-04-17,1,0.24675324675324675,8.285714285714286,11.87110632183908,9,47
177,2022-04-18,2,0.2109375,8.428571428571429,11.539188418079094,6,48
177,2022-04-19,1,0.44554455445544555,8.428571428571429,12.235525988700564,9,48
177,2022-04-20,1,0.5138888888888888,8.428571428571429,12.239446610169491,5,49
177,2022-04-21,1,0.6022727272727273,8.142857142857142,11.809701169590646,8,48
177,2022-04-22,2,0.4482758620689655,7.714285714285714,12.47805802469136,5,51
177,2022-04-23,1,0.41338582677165353,7.142857142857143,15.820300666666666,5,54
177,2022-04-24,1,0.43478260869565216,6.714285714285714,19.62299078014184,9,52
177,2022-04-25,1,0.2876712328767123,6.714285714285714,20.124203546099288,7,53
177,2022-04-26,1,0.41605839416058393,6.857142857142857,21.449768402777774,9,51
177,2022-04-27,1,0.30201342281879195,6.857142857142857,22.662267361111116,6,52
177,2022-04-28,1,0.609375,7.0,22.56708163265306,7,54
177,2022-04-29,1,0.36,6.857142857142857,22.82705138888889,8,52
177,2022-04-30,2,0.17603911980440098,7.285714285714286,18.65409411764706,8,52
177,2022-05-01,1,0.3627450980392157,7.714285714285714,15.271541666666668,7,53
198,2022-04-15,2,0.36625,6.0,79.34303333333334,4,45
198,2022-04-16,2,0.39872842870118075,5.571428571428571,82.23401196581196,6,45
198,2022-04-17,2,0.3680851063829787,5.571428571428571,84.9076106837607,5,46
198,2022-04-18,2,0.38529411764705884,5.571428571428571,86.15927478632479,5,47
198,2022-04-19,2,0.36284470246734396,5.714285714285714,81.34036416666666,9,43
198,2022-04-20,1,0.3409873708381171,6.0,75.31260515873016,5,46
198,2022-04-21,2,0.28381642512077293,5.571428571428571,72.84744743589742,9,44
198,2022-04-22,2,0.31961077844311375,6.142857142857143,71.36367558139536,6,45
198,2022-04-23,2,0.2767371601208459,6.428571428571429,72.00104296296297,6,43
198,2022-04-24,2,0.3497668221185876,6.428571428571429,76.04417259259262,6,43
198,2022-04-25,2,0.2955209347614411,6.571428571428571,78.6066061594203,6,45
198,2022-04-26,2,0.34375,6.714285714285714,84.95888333333333,5,48
198,2022-04-27,2,0.34292035398230086,6.142857142857143,97.45716627906977,8,49
198,2022-04-28,2,0.20814220183486237,6.571428571428571,90.99316304347825,7,49
198,2022-04-29,2,0.23485653560042508,6.285714285714286,90.98136439393939,7,48
198,2022-04-30,2,0.23395613322502032,6.428571428571429,84.5732674074074,4,48
198,2022-05-01,2,0.29421696918531026,6.142857142857143,80.07217170542636,6,47
262,2022-04-15,2,0.5,6.571428571428571,21.019364492753624,6,36
262,2022-04-16,2,0.5185185185185185,6.0,18.96672896825397,8,37
262,2022-04-17,2,0.40540540540540543,6.285714285714286,18.867309469696973,5,36
262,2022-04-18,2,0.6666666666666666,6.285714285714286,11.471950757575756,5,40
262,2022-04-19,2,0.5862068965517241,6.142857142857143,12.490437209302325,6,41
262,2022-04-20,2,0.75,6.142857142857143,11.414008914728683,2,42
262,2022-04-21,2,0.625,5.142857142857143,8.968925462962963,4,46
262,2022-04-22,2,0.5714285714285714,5.142857142857143,10.579372222222224,6,48
262,2022-04-24,2,0.42857142857142855,5.285714285714286,14.452115315315314,4,48
262,2022-04-25,2,0.5652173913043478,5.142857142857143,14.769469444444447,9,45
262,2022-04-26,2,0.3448275862068966,5.714285714285714,13.601395000000002,7,48
262,2022-04-27,2,0.5,5.857142857142857,14.444769512195125,3,52
262,2022-04-28,1,0.5308641975308642,6.0,13.968668650793651,8,53
262,2022-04-29,2,0.6290322580645161,6.571428571428571,12.129863405797101,8,56
262,2022-05-01,2,0.7142857142857143,6.714285714285714,15.963074822695036,5,59
263,2022-04-15,2,0.6490566037735849,5.571428571428571,27.93126153846154,3,19
263,2022-04-19,1,0.4942528735632184,3.0,27.285723015873014,5,31
263,2022-04-20,1,0.5503875968992248,2.857142857142857,21.1593075,6,29
263,2022-04-21,1,0.6179775280898876,3.0,23.34942142857143,2,33
263,2022-04-22,1,0.6846846846846847,2.4285714285714284,23.64544411764706,5,35
263,2022-04-23,1,0.6595744680851063,2.7142857142857144,16.500957017543865,4,35
263,2022-04-24,1,0.6058091286307054,3.2857142857142856,20.370401449275363,4,36
263,2022-04-25,1,0.7443946188340808,3.857142857142857,19.912725308641978,6,34
263,2022-04-26,1,0.697560975609756,4.571428571428571,21.313406770833335,4,33
263,2022-04-27,1,0.7464788732394366,4.428571428571429,24.80508709677419,4,38
263,2022-04-28,1,0.6816143497757847,4.142857142857143,25.92899827586207,6,37
263,2022-04-29,1,0.5777202072538861,4.714285714285714,24.52581212121212,7,34
263,2022-04-30,1,0.6449704142011834,5.0,28.394458095238097,4,34
263,2022-05-01,1,0.5769230769230769,5.0,30.00673285714286,5,32
278,2022-04-15,1,0.21666666666666667,6.142857142857143,34.8576503875969,4,43
278,2022-04-16,1,0.4978540772532189,5.571428571428571,30.854663247863243,6,46
278,2022-04-17,1,0.5887850467289719,5.714285714285714,36.08606375,8,42
278,2022-04-18,1,0.5,5.857142857142857,34.8169081300813,7,41
278,2022-04-19,1,0.5,6.285714285714286,28.8106678030303,7,40
278,2022-04-20,1,0.4228571428571429,6.428571428571429,28.157889259259264,5,42
278,2022-04-21,1,0.22972972972972974,5.571428571428571,37.65634358974359,5,42
278,2022-04-22,1,0.6423841059602649,6.0,40.75925674603174,5,48
278,2022-04-23,1,0.5535135135135135,6.142857142857143,44.11188527131783,9,46
278,2022-04-24,1,0.47643979057591623,6.571428571428571,41.91001268115942,4,51
278,2022-04-25,1,0.5291005291005291,6.0,42.80538769841269,6,54
278,2022-04-26,2,0.4114713216957606,5.857142857142857,51.859393089430895,6,55
278,2022-04-27,1,0.5174825174825175,5.714285714285714,56.72402875,7,54
278,2022-04-28,1,0.5576923076923077,6.0,53.60268611111112,5,55
278,2022-04-30,1,0.6049046321525886,6.857142857142857,40.14197951388889,7,49
278,2022-05-01,1,0.6711409395973155,6.571428571428571,39.297485507246385,9,49
296,2022-04-15,1,0.6798679867986799,1.0,115.88359047619046,2,6
296,2022-04-16,1,0.6492374727668845,1.0,100.94036904761904,3,7
296,2022-04-17,1,0.5282522996057819,1.1428571428571428,92.1855375,1,6
296,2022-04-21,1,0.48554913294797686,1.0,102.92805952380952,1,6
296,2022-04-22,1,0.49635036496350365,1.0,127.64796904761904,1,6
296,2022-04-23,1,0.4949748743718593,0.8571428571428571,162.452325,4,6
296,2022-04-27,1,0.5,0.8571428571428571,112.25938611111111,1,23
296,2022-04-29,1,0.5,0.8571428571428571,83.41949166666667,1,25
296,2022-04-30,2,0.6352941176470588,0.8571428571428571,43.14053888888889,4,25
296,2022-05-01,1,0.5665584415584416,0.8571428571428571,16.677569444444444,2,27
307,2022-04-15,1,0.6382978723404256,1.8571428571428572,14.170046153846155,5,13
307,2022-04-16,1,1.0,2.4285714285714284,12.776699999999998,1,13
307,2022-04-17,1,0.4722222222222222,2.2857142857142856,9.527044791666667,3,10
307,2022-04-18,1,0.6666666666666666,2.2857142857142856,12.403969791666665,1,10
307,2022-04-19,1,0.5,2.142857142857143,12.607866666666666,2,8
307,2022-04-20,1,0.45454545454545453,2.4285714285714284,11.124588235294118,3,6
307,2022-04-21,1,0.25,2.7142857142857144,9.337178070175439,2,5
307,2022-04-22,1,0.8333333333333334,2.4285714285714284,11.198176470588235,1,5
307,2022-04-23,1,1.0,1.8571428571428572,9.97105,1,5
307,2022-04-25,1,0.0,1.4285714285714286,7.051480000000001,1,7
307,2022-04-27,1,0.6530612244897959,1.1428571428571428,7.122908333333333,1,10
307,2022-04-28,1,1.0,0.8571428571428571,15.68938611111111,1,13
307,2022-04-29,1,0.875,0.7142857142857143,9.616173333333332,1,14
307,2022-04-30,2,0.0,0.7142857142857143,10.823593333333333,1,14
307,2022-05-01,1,0.29411764705882354,0.7142857142857143,10.836123333333333,1,13
309,2022-04-15,2,0.10526315789473684,1.1428571428571428,26.911402083333336,2,7
309,2022-04-16,1,0.780952380952381,1.2857142857142858,15.38285,1,8
309,2022-04-18,1,0.5263157894736842,1.0,27.996195238095243,2,10
309,2022-04-19,1,0.7,1.2857142857142858,28.998574074074075,1,9
309,2022-04-20,1,0.6597222222222222,1.1428571428571428,31.174533333333336,2,7
309,2022-04-22,1,0.7317073170731707,1.1428571428571428,36.7843875,1,9
309,2022-04-23,1,0.7971014492753623,1.0,50.444359523809524,2,9
309,2022-04-24,1,0.7364864864864865,1.1428571428571428,44.88657083333334,2,8
309,2022-04-25,1,0.7,1.4285714285714286,50.06043833333334,2,8
317,2022-04-15,2,0.8392857142857143,8.571428571428571,26.811083055555557,6,60
317,2022-04-16,2,0.7108433734939759,8.571428571428571,24.629239444444444,10,56
317,2022-04-17,2,0.6666666666666666,8.571428571428571,22.486935,6,59
317,2022-04-18,2,0.5636363636363636,8.428571428571429,23.291329378531067,6,63
317,2022-04-19,2,0.6792452830188679,8.142857142857142,23.86902514619883,8,64
317,2022-04-20,2,0.5939849624060151,7.857142857142857,29.345433030303028,13,62
317,2022-04-21,2,0.74,7.857142857142857,31.986783939393938,6,65
317,2022-04-22,2,0.4316546762589928,7.857142857142857,31.059223636363637,11,61
317,2022-04-23,2,0.5029585798816568,8.571428571428571,27.296057777777776,6,65
317,2022-04-24,1,0.5934065934065934,8.0,32.011778273809526,9,68
317,2022-04-25,2,0.5952380952380952,8.428571428571429,30.81805564971751,10,65
317,2022-04-26,2,0.696969696969697,9.0,29.426301851851854,9,66
317,2022-04-27,2,0.8723404255319149,9.142857142857142,24.495143489583338,11,63
317,2022-04-28,1,0.7326732673267327,8.857142857142858,24.798510483870967,9,68
317,2022-04-29,2,0.6666666666666666,9.285714285714286,22.97175538461539,7,74
317,2022-04-30,1,0.6721311475409836,8.714285714285714,22.65250628415301,10,76
317,2022-05-01,2,0.6421052631578947,9.285714285714286,17.56414051282051,12,74
343,2022-04-16,1,0.2995391705069124,13.571428571428571,20.662402631578946,14,95
343,2022-04-17,1,0.33157894736842103,13.571428571428571,21.42290578947368,15,91
343,2022-04-25,1,0.33668341708542715,13.0,14.474161172161173,12,80
343,2022-04-26,1,0.38613861386138615,13.0,14.254348717948714,14,75
343,2022-04-27,1,0.18461538461538463,13.142857142857142,13.82696884057971,10,76
343,2022-04-30,1,0.3125,12.0,11.588475793650794,17,63
343,2022-05-01,2,0.13548387096774195,12.285714285714286,11.285554263565894,10,61
381,2022-04-17,2,0.5384615384615384,5.142857142857143,57.856698611111106,6,57
381,2022-04-19,1,0.35236220472440943,5.571428571428571,41.91430341880342,4,55
384,2022-04-15,1,0.25824175824175827,5.0,19.08306761904762,6,31
384,2022-04-16,1,0.2868525896414343,5.571428571428571,17.857462393162393,9,28
384,2022-04-17,1,0.34545454545454546,6.428571428571429,17.93824259259259,2,33
384,2022-04-18,2,0.2796610169491525,6.142857142857143,19.02327480620155,4,33
384,2022-04-19,1,0.3448275862068966,6.0,19.060313492063493,5,29
384,2022-04-20,1,0.3225806451612903,5.0,19.756485714285716,3,30
384,2022-04-21,1,0.35537190082644626,4.714285714285714,20.08875808080808,3,31
384,2022-04-22,1,0.6534653465346535,4.571428571428571,19.135053645833334,5,30
384,2022-04-23,1,0.7666666666666667,4.428571428571429,22.04986559139785,6,33
384,2022-04-24,1,0.44785276073619634,4.0,21.467186904761906,7,31
384,2022-04-25,1,0.421875,4.714285714285714,22.978136868686867,4,33
384,2022-04-26,1,0.6666666666666666,4.714285714285714,21.38153434343434,1,37
384,2022-04-27,1,0.3217391304347826,4.142857142857143,20.575708620689657,4,44
384,2022-04-28,1,0.3818770226537217,4.285714285714286,22.542552222222223,4,47
384,2022-04-29,1,0.42045454545454547,4.428571428571429,24.272394623655916,4,51
384,2022-04-30,1,0.27293577981651373,4.285714285714286,22.268463888888892,9,45
384,2022-05-01,1,0.32857142857142857,4.714285714285714,22.091426262626264,5,49
389,2022-04-15,2,0.2777777777777778,4.714285714285714,6.345911616161616,5,22
389,2022-04-16,2,0.07692307692307693,4.857142857142857,7.296328921568627,2,23
389,2022-04-17,2,0.2413793103448276,4.714285714285714,7.855075252525253,3,20
389,2022-04-18,2,0.19270833333333334,4.857142857142857,8.620525,7,18
389,2022-04-19,2,0.3333333333333333,5.0,7.740473333333333,3,20
389,2022-04-20,2,0.2857142857142857,4.714285714285714,6.639218686868687,1,23
389,2022-04-21,2,0.5319148936170213,3.857142857142857,6.964532716049382,4,27
389,2022-04-22,2,0.125,3.5714285714285716,7.369389333333333,2,34
389,2022-04-23,2,0.3,3.142857142857143,6.405902272727272,3,38
389,2022-04-25,2,0.4745762711864407,2.857142857142857,3.999964166666666,5,52
389,2022-04-26,2,0.1875,2.5714285714285716,7.766708333333333,5,54
389,2022-04-27,2,0.3880597014925373,2.857142857142857,7.162398333333333,4,57
389,2022-04-28,1,0.26,3.2857142857142856,7.251268840579709,8,56
390,2022-04-15,1,0.31690140845070425,3.0,51.94639365079365,3,32
390,2022-04-16,1,0.2930232558139535,3.2857142857142856,45.88462681159421,14,25
390,2022-04-17,1,0.3176895306859206,4.0,26.46276607142857,13,13
390,2022-04-18,1,0.42857142857142855,4.857142857142857,20.306136764705883,1,12
390,2022-04-20,2,0.21428571428571427,4.714285714285714,21.049547474747474,1,13
390,2022-04-22,2,0.1780821917808219,4.571428571428571,22.989263541666666,3,13
390,2022-04-23,2,0.3275862068965517,4.571428571428571,17.995346354166667,7,18
390,2022-04-24,1,0.0,3.5714285714285716,15.978588666666667,1,25
390,2022-04-27,1,0.4264705882352941,1.7142857142857142,14.037648611111111,2,38
390,2022-04-29,1,0.3055555555555556,1.8571428571428572,15.90236153846154,3,35
390,2022-04-30,1,0.5375,1.8571428571428572,14.662429487179487,12,24
390,2022-05-01,1,0.3387096774193548,2.5714285714285716,19.02562314814815,8,25
393,2022-04-15,1,0.24044943820224718,7.285714285714286,26.17039673202615,8,54
393,2022-04-16,1,0.4444444444444444,7.571428571428571,24.735408490566037,8,54
393,2022-04-17,1,0.3568281938325991,7.857142857142857,22.17557878787879,11,53
393,2022-04-18,1,0.37344398340248963,8.571428571428571,17.42073388888889,8,52
393,2022-04-19,1,0.20119352088661552,9.0,13.082182804232806,9,52
393,2022-04-20,1,0.23066485753052918,9.142857142857142,18.261440625,8,52
393,2022-04-21,1,0.22327044025157233,9.0,22.02685476190476,5,57
393,2022-04-22,1,0.21649484536082475,8.142857142857142,24.387594152046784,5,60
393,2022-04-23,1,0.23155737704918034,7.714285714285714,23.598066975308637,8,59
393,2022-04-24,1,0.1834862385321101,7.714285714285714,26.519040432098762,10,56
393,2022-04-25,1,0.23709677419354838,7.571428571428571,29.42856729559748,7,55
393,2022-04-26,1,0.2755102040816326,7.428571428571429,32.52711185897436,9,52
393,2022-04-27,2,0.21935483870967742,7.428571428571429,26.63856987179487,8,53
393,2022-04-28,1,0.3018867924528302,7.428571428571429,22.68016153846154,10,49
393,2022-04-29,1,0.392,8.142857142857142,18.66575263157895,8,52
393,2022-04-30,1,0.15072463768115943,8.571428571428571,17.713993333333335,7,55
398,2022-04-15,2,0.0,4.0,23.127155357142858,1,15
398,2022-04-19,1,0.2462686567164179,1.7142857142857142,31.947334722222223,4,25
398,2022-04-21,1,0.24806201550387597,1.1428571428571428,17.5883125,4,28
