user_id,preferred_category,secondary_category,novelty_preference,social_preference,preferred_session_minutes
59,Social,Strategy,0.9554972786171705,0.2178739991815354,53
60,Social,Strategy,0.10324575182697703,0.4777914314389868,47
61,Puzzle,Social,0.5199104695268489,0.7855205487620446,52
62,Adventure,Social,0.1768601035997239,0.4846123737436148,48
63,Creative,Simulation,0.13687830555627495,0.2700577648689222,36
64,Social,Sports,0.574976942315288,0.28038531815871826,50
65,Strategy,Creative,0.4673254637595925,0.644202484299072,16
66,Action,Puzzle,0.31628735115241097,0.4093541059288814,19
67,Simulation,Social,0.9176869624417805,0.47726205419323714,16
68,Creative,Action,0.4828711119788113,0.05523494428857771,54
69,Creative,Puzzle,0.6624498205659797,0.7440097611302436,18
70,Simulation,Puzzle,0.36659073551842264,0.22361917386906596,26
71,Action,Puzzle,0.3613367526729082,0.22721038830664195,20
72,Strategy,Social,0.6350689025370818,0.7844172516817262,52
73,Social,Adventure,0.13461984554111814,0.39209581873850113,54
74,Creative,Simulation,0.3760683816015248,0.4372529635534731,23
75,Sports,Social,0.9082389379649245,0.5395565347367602,38
76,Puzzle,Social,0.1240121696076741,0.2527773377327535,11
77,Social,Creative,0.7479433974334845,0.815290239705327,33
78,Action,Sports,0.7656088314056106,0.5766482862722138,39
79,Simulation,Strategy,0.30671145128744026,0.2782443904383865,35
80,Sports,Action,0.7201686074995847,0.9323666788825328,42
81,Adventure,Puzzle,0.6805082422612735,0.3024655719037539,48
82,Creative,Strategy,0.3848833081599926,0.4671618788086237,34
83,Action,Adventure,0.4067197491205323,0.3354055403234849,54
84,Sports,Adventure,0.46043830463557356,0.44943269203245756,15
85,Social,Sports,0.3692005038756827,0.46859136414358854,53
86,Action,Sports,0.6779974158790921,0.6292283185139194,40
87,Simulation,Social,0.9456630856441275,0.6773752071021147,44
88,Creative,Sports,0.8001717921687628,0.4900922672051855,49
89,Sports,Simulation,0.7118307015893218,0.11097266785988104,51
90,Puzzle,Creative,0.5179398461915671,0.8220910300077957,12
91,Creative,Puzzle,0.4170563234759705,0.03597455146646177,50
92,Strategy,Sports,0.3124423795181243,0.23901891615311233,12
93,Creative,Social,0.6294643606618369,0.7577009339441084,21
94,Adventure,Sports,0.39364306217971096,0.5679387868088392,52
95,Sports,Action,0.3299382343736466,0.08005123639070301,40
96,Puzzle,Simulation,0.49093568291839995,0.7201821693003411,27
97,Strategy,Simulation,0.19907156742358328,0.5641258346320965,13
98,Action,Simulation,0.5670967656698851,0.8121705319173342,46
99,Social,Creative,0.3964566018486366,0.3062754223313964,20
100,Adventure,Creative,0.7609659133488776,0.39590736689846046,35
101,Social,Action,0.6412984860517661,0.9696250196268384,31
102,Strategy,Adventure,0.5118531542518646,0.681785280479392,29
103,Adventure,Creative,0.5713239327399994,0.37566045216879923,44
104,Simulation,Adventure,0.5755608393846326,0.5094144922664362,19
105,Sports,Strategy,0.41220819958980215,0.8637265823391025,26
106,Action,Adventure,0.3304419814073895,0.5177205756977866,38
107,Action,Social,0.6509236153822313,0.5174023936020361,24
108,Adventure,Strategy,0.8524239452284642,0.48225891248920355,46
109,Action,Adventure,0.7099568770132711,0.45821174313972146,39
110,Social,Action,0.14589377967354586,0.6939425528430493,25
111,Strategy,Action,0.5850561594410665,0.49594240411291457,32
112,Action,Adventure,0.741614217196715,0.7679407045199396,44
113,Creative,Social,0.918657490132268,0.7707285414775169,41
114,Adventure,Creative,0.526851999137132,0.5387842304542427,38
115,Action,Creative,0.39614228372277416,0.5202032571748686,46
116,Social,Creative,0.644249871464006,0.5851473688272698,19
117,Social,Action,0.5514610091973254,0.3060223789648619,31
118,Creative,Strategy,0.915484214648095,0.2649466123722202,25
119,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10
120,Puzzle,Action,0.28932016009408634,0.18548679187796838,35
121,Puzzle,Action,0.4525389887426308,0.3654349876996477,27
122,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50
123,Action,Creative,0.746773429121776,0.2249327834953873,42
124,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42
125,Action,Strategy,0.8311320032935191,0.2783511221869266,21
126,Simulation,Sports,0.6738043520951668,0.5931504485940953,41
127,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10
128,Adventure,Social,0.7722767545402913,0.8684206831995551,41
129,Social,Adventure,0.4992064419298572,0.8744504790201973,42
130,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47
131,Social,Action,0.5195197005324059,0.8298264912680094,19
132,Creative,Action,0.594605874375341,0.6276089533472435,21
133,Action,Social,0.9203702867199469,0.5612139278810462,25
134,Action,Social,0.7060383999613741,0.36459741774269644,36
135,Social,Strategy,0.40132594440987635,0.23490095570505407,27
136,Sports,Adventure,0.5881361169188354,0.10062853319126171,48
137,Adventure,Simulation,0.5069323131825516,0.8912492695083221,22
138,Adventure,Sports,0.48362282574881454,0.8091641344226193,10
139,Simulation,Action,0.20512275982107483,0.2637547040761093,38
140,Puzzle,Simulation,0.4808835504406306,0.33901579241379615,20
141,Adventure,Action,0.507283923380279,0.47736687012277085,54
142,Social,Adventure,0.22950284683369632,0.28195504005163613,39
143,Adventure,Strategy,0.5314886793041748,0.3952305490105132,25
144,Action,Puzzle,0.544007115847428,0.5053098653411685,11
145,Puzzle,Action,0.7829740460182022,0.4042729654147886,23
146,Creative,Adventure,0.8077593495928024,0.36409520057495265,46
147,Strategy,Puzzle,0.3163701460782881,0.5453633108817028,24
148,Simulation,Action,0.4823568257293596,0.7028261017139179,43
149,Creative,Social,0.5478925297199911,0.17862733662364247,10
150,Adventure,Strategy,0.7346294684879277,0.2757544039439453,21
151,Simulation,Social,0.6120849523551165,0.24964409168734758,14
152,Action,Adventure,0.6974194340054991,0.37623388080317605,49
153,Social,Adventure,0.6055819235204891,0.36664470885846095,26
154,Sports,Social,0.4198427589375686,0.38701266445240134,33
155,Adventure,Action,0.5323196077646252,0.6847698714847281,16
156,Adventure,Action,0.558595418777438,0.48621431106366325,53
157,Puzzle,Social,0.5281883130955942,0.7970997747310279,11
158,Action,Simulation,0.46790750737573505,0.13995486591659123,17
159,Social,Simulation,0.3048702319541608,0.7370629698419615,42
160,Action,Creative,0.7015196406677547,0.45057811602817527,38
161,Social,Sports,0.634032125779934,0.13325932123875217,36
162,Puzzle,Creative,0.8090712164863822,0.0833197088753456,15
163,Strategy,Social,0.5216339060781419,0.42247275515733324,53
164,Creative,Action,0.7878924599522202,0.457548515130064,36
165,Adventure,Action,0.6337537226464699,0.2990306981278396,53
166,Strategy,Puzzle,0.7118600365555505,0.6641703351082313,50
167,Sports,Creative,0.7372283222854936,0.11566095732028667,28
168,Simulation,Social,0.6211314597267983,0.2760806408068795,25
169,Social,Creative,0.5975593428143203,0.665378053095324,16
170,Social,Strategy,0.619218010945054,0.7039653739898516,34
171,Puzzle,Action,0.43812886694829206,0.2466923045785196,22
172,Action,Social,0.43525848862261407,0.7301961180504722,26
173,Creative,Strategy,0.18977716958529658,0.686126391209862,33
174,Action,Sports,0.5471922108873236,0.42064714680747317,41
175,Action,Strategy,0.7746660878782776,0.011680304082745544,50
176,Strategy,Creative,0.9525368057926611,0.5947638929561369,16
177,Creative,Action,0.8655004952906218,0.5055753896278941,41
178,Social,Sports,0.3435713152251943,0.7762070838039622,43
179,Sports,Action,0.4850380827360287,0.24766389015344006,46
180,Puzzle,Simulation,0.6200600068149668,0.4646804468045396,51
181,Simulation,Puzzle,0.7784441251251505,0.12734676997257152,42
182,Social,Sports,0.558626582992631,0.3269104534135279,44
183,Puzzle,Simulation,0.33736617836382576,0.7163395346683611,47
184,Action,Simulation,0.2930107776566881,0.5841892350400743,52
185,Adventure,Puzzle,0.7093554845042659,0.49721390895152107,48
186,Social,Simulation,0.6457920174435091,0.7895645843748843,29
187,Puzzle,Strategy,0.5328054562835062,0.09323696802691991,55
188,Strategy,Puzzle,0.6960903082187067,0.35299018576389857,24
189,Sports,Social,0.6727293778887776,0.6592753362474251,49
190,Simulation,Creative,0.6030799251285341,0.5024923329589228,28
191,Strategy,Sports,0.6257228498540331,0.5059930436217186,46
192,Creative,Action,0.7344878770346,0.45048222885904526,55
193,Adventure,Simulation,0.866400091210421,0.906736660354776,53
194,Action,Strategy,0.574003050182835,0.42412588299032855,43
195,Puzzle,Adventure,0.6229405175510294,0.2219755477924452,48
196,Simulation,Social,0.8482558024424653,0.1769717320267206,42
197,Action,Adventure,0.3903733236456168,0.2290562787001899,47
198,Strategy,Adventure,0.5157890951581322,0.5754262149790318,20
199,Adventure,Strategy,0.8398545397058611,0.789995253886308,51
200,Strategy,Creative,0.5411571108741182,0.23428809559966457,50
201,Action,Adventure,0.8576517309795767,0.8810642964966328,43
202,Creative,Puzzle,0.4504563202776564,0.6525663720510116,32
203,Action,Adventure,0.43746560909682275,0.4046199104465032,29
204,Sports,Puzzle,0.4115911614786445,0.31218091613109067,28
205,Sports,Social,0.47958457887901523,0.40374505570675057,52
206,Simulation,Adventure,0.8545601021204936,0.24600366704215493,20
207,Creative,Simulation,0.4802482526267393,0.27940411784761354,43
208,Adventure,Creative,0.6513687193128596,0.464780571231674,27
209,Creative,Simulation,0.5415935889246869,0.4126187850030679,22
210,Puzzle,Sports,0.4774709789559046,0.36132906823995564,31
211,Sports,Creative,0.7557945314796483,0.3615066832779125,32
212,Creative,Simulation,0.3720129864559743,0.26567937827185156,48
213,Adventure,Action,0.4552106260211411,0.6365131167787211,35
214,Simulation,Adventure,0.5842738135482076,0.4655991866340394,50
215,Simulation,Adventure,0.6173686885055913,0.6909678268925457,12
216,Action,Simulation,0.6186066920786717,0.5406744659770846,29
217,Simulation,Sports,0.3691679637939114,0.4785859480058245,29
218,Sports,Simulation,0.5046743186921044,0.6588484643831866,33
219,Creative,Strategy,0.3954457144541962,0.7321230096079026,26
220,Sports,Action,0.8088268686637847,0.9120147674203877,16
221,Creative,Sports,0.899673674331293,0.6085405359116781,19
222,Creative,Sports,0.3895411872046781,0.2858624457342292,48
223,Social,Puzzle,0.979328246394342,0.4559992542657642,33
224,Social,Sports,0.28945635012879956,0.25642520408758895,11
225,Puzzle,Sports,0.6189521007482497,0.6037238640971894,49
226,Sports,Strategy,0.8927368906905975,0.5792254882620643,39
227,Simulation,Sports,0.2749579276193406,0.012445669955727113,36
228,Creative,Action,0.8731968863917172,0.7551066612373083,49
229,Creative,Action,0.5966793887608725,0.5180968585604246,29
230,Simulation,Action,0.6444336939651063,0.5145573958674259,36
231,Adventure,Strategy,0.5649143342120196,0.5943517834781853,34
232,Simulation,Puzzle,0.8885964651356233,0.7289070785127498,43
233,Action,Sports,0.6495727331986367,0.3422420543991321,24
234,Strategy,Social,0.9440202300024326,0.5883266510053996,55
235,Adventure,Creative,0.3925993675728778,0.8799364845474906,52
236,Strategy,Adventure,0.30613341406223543,0.37351697769069475,27
237,Simulation,Adventure,0.744766883559961,0.4896720555079826,26
238,Simulation,Sports,0.23077294583496516,0.2659033523570756,30
239,Strategy,Adventure,0.2549509252526653,0.6381562190199903,40
240,Puzzle,Strategy,0.5951466584505001,0.2835675197672453,50
241,Adventure,Sports,0.3863663020124731,0.7506494240367746,28
242,Strategy,Puzzle,0.1936333828344657,0.6125155834180763,17
243,Action,Social,0.8072104377166007,0.4963524120837911,18
244,Creative,Social,0.42614654434232047,0.6450515392506954,12
245,Social,Simulation,0.3812062932961045,0.43440139780166825,52
246,Creative,Strategy,0.5336397957199989,0.7322561617607396,11
247,Simulation,Sports,0.16462351205121356,0.3402484010966263,32
248,Action,Simulation,0.3084980073261699,0.3726111119805251,29
249,Creative,Action,0.3994034605968367,0.3050437232681275,11
250,Action,Adventure,0.7265922530524958,0.7016357240989228,17
251,Social,Action,0.5587640095187036,0.9034877177110798,21
252,Social,Sports,0.330090995875086,0.428882528853896,25
253,Puzzle,Simulation,0.6655924625073338,0.6745135540781678,52
254,Simulation,Sports,0.5340794784546238,0.4043754920883517,48
255,Action,Adventure,0.6724903213124096,0.5394485195491708,38
256,Action,Simulation,0.8161760737757214,0.5635158578831865,24
257,Action,Sports,0.7151467898412124,0.3530030365997178,25
258,Social,Action,0.879241143656798,0.5131923085675016,39
259,Sports,Strategy,0.06900622685369448,0.06084362483128286,48
260,Creative,Puzzle,0.3749557178870924,0.8792288207020822,52
261,Creative,Social,0.7592044925266476,0.3099214834916943,54
262,Action,Sports,0.5328110266947298,0.7171180935545427,54
263,Action,Strategy,0.7792252848720757,0.16662987354631378,26
264,Adventure,Action,0.4440207741113665,0.9211027744080205,23
265,Social,Sports,0.42288723066875733,0.31941531246454846,31
266,Action,Social,0.6375702211557664,0.31516643452859366,10
267,Sports,Social,0.3462957346228282,0.2929870806339115,28
268,Puzzle,Sports,0.5793591793566846,0.6220625182131355,53
269,Action,Sports,0.8038832112434618,0.3482562584236965,33
270,Puzzle,Sports,0.5043957338997924,0.7382814210076418,42
271,Puzzle,Social,0.7165432500352743,0.5462709607784835,44
272,Social,Puzzle,0.6530950591953089,0.10414794787365006,43
273,Strategy,Adventure,0.7207196075492638,0.18691448276386527,11
274,Simulation,Adventure,0.6308472095239188,0.3065428518678583,48
275,Sports,Simulation,0.8310543868641102,0.34814541712241776,46
276,Sports,Adventure,0.9863661217086543,0.43908016728850335,23
277,Action,Social,0.816715068008436,0.7007896542281495,33
278,Adventure,Creative,0.401460732312596,0.3251218617863144,27
279,Adventure,Puzzle,0.5014272641843919,0.27624328291849,23
280,Puzzle,Simulation,0.6552889477052802,0.6126879227274646,41
281,Adventure,Social,0.2453891050264243,0.347517906393472,36
282,Simulation,Adventure,0.3009813401724052,0.3398114678495063,15
283,Social,Creative,0.9780622564393595,0.7597180563415548,34
284,Simulation,Adventure,0.5139333490449528,0.8036704933785355,10
285,Creative,Action,0.6213069699337507,0.7234079420162327,26
286,Action,Adventure,0.25347949834213346,0.6608304834347939,54
287,Action,Social,0.6935501728086988,0.27049292193272617,15
288,Strategy,Social,0.9115249017256418,0.26319226611963825,38
289,Social,Strategy,0.46059679998120545,0.387668270709502,32
290,Puzzle,Strategy,0.2447503189171952,0.4734283194355015,31
291,Social,Adventure,0.8522526421160231,0.15392012283146736,10
292,Strategy,Adventure,0.4786935056963743,0.6174979906423858,33
293,Creative,Action,0.6794343487100252,0.22020583637617167,50
294,Social,Simulation,0.47406765115171484,0.46157769997133496,18
295,Strategy,Social,0.7154794527761755,0.8526058583698367,20
296,Action,Puzzle,0.8290815387190762,0.23936497008201818,43
297,Action,Adventure,0.8904330393827692,0.6387449913053125,54
298,Simulation,Puzzle,0.4389531654580382,0.6732154918821903,18
299,Creative,Puzzle,0.7474719426315511,0.22544265689109952,22
300,Strategy,Adventure,0.2222263323573183,0.43342539809630437,44
301,Creative,Sports,0.37864477117785644,0.41360079878666045,31
302,Strategy,Simulation,0.3768805001632741,0.6708325319749654,53
303,Creative,Puzzle,0.6630358384558991,0.4324904808250934,50
304,Puzzle,Action,0.8117352356591269,0.4225003533976286,29
305,Sports,Social,0.4936766912514721,0.4013517388855139,43
306,Adventure,Simulation,0.3968415799655809,0.2001258164347115,30
307,Adventure,Action,0.4731780255873225,0.2794882143899236,25
308,Action,Simulation,0.5784382915548223,0.5222408747065599,21
309,Creative,Action,0.603661117458002,0.9314935138616941,37
310,Creative,Social,0.6228038697848408,0.815484952759553,28
311,Sports,Strategy,0.6090956780082067,0.3935865999449646,15
312,Puzzle,Action,0.6986763645829261,0.45641756223853036,13
313,Simulation,Sports,0.6055248845564541,0.4411342744259532,19
314,Puzzle,Action,0.6459511791228955,0.5143876288591537,17
315,Creative,Social,0.44721932455121527,0.48098304838187095,44
316,Strategy,Adventure,0.3384788125799188,0.5204628265284188,54
317,Social,Action,0.40395235707925786,0.28772419089315004,28
318,Action,Adventure,0.5889286927220243,0.08253653330553647,55
319,Puzzle,Creative,0.3415878257726254,0.7765319647671018,28
320,Adventure,Puzzle,0.4728144699626622,0.3751627475101245,41
321,Puzzle,Adventure,0.4268514020797153,0.4422305015559268,28
322,Adventure,Strategy,0.728461668181391,0.5167414689838953,49
323,Social,Strategy,0.23895365202156624,0.3166463048277639,15
324,Social,Puzzle,0.777153445791389,0.6495296671988612,26
325,Creative,Social,0.4674936218264769,0.019325758610469795,49
326,Social,Simulation,0.4198993416894621,0.6131975831985421,50
327,Strategy,Action,0.11491458765488058,0.0920044979435785,42
328,Strategy,Sports,0.2693752217368652,0.3428522912368572,36
329,Strategy,Simulation,0.21309921552188166,0.37103612338788255,31
330,Creative,Adventure,0.5869919047505022,0.3213981632775549,52
331,Simulation,Puzzle,0.49521316900386547,0.21373274746743937,46
332,Puzzle,Strategy,0.08507143609664242,0.8398898105977717,25
333,Action,Adventure,0.8106062048830321,0.1783209478195007,27
334,Puzzle,Creative,0.8227579943986534,0.3527269803465357,21
335,Creative,Adventure,0.6433504428454876,0.48417822132043176,25
336,Social,Simulation,0.232495507504168,0.6967037905084932,39
337,Adventure,Strategy,0.5933828931550288,0.36798244270838565,12
338,Strategy,Social,0.4269052523504748,0.7701057525967734,34
339,Strategy,Puzzle,0.38948224050998465,0.3138241513578917,38
340,Action,Adventure,0.42255499495574267,0.12084469302727817,20
341,Adventure,Creative,0.8520961690353287,0.4570212311520882,24
342,Strategy,Creative,0.305738819038768,0.7550764735091808,35
343,Adventure,Sports,0.6312557656729918,0.716920502683792,17
344,Puzzle,Creative,0.7323315766355128,0.6687395332542919,52
345,Social,Sports,0.3972507862334924,0.4463164806783735,18
346,Sports,Creative,0.8637583587235652,0.28296361822879673,20
347,Simulation,Sports,0.3089055460005646,0.525544504754568,23
348,Creative,Adventure,0.36043785281113006,0.6441427059372501,28
349,Simulation,Social,0.6630007927269038,0.8634267523996264,38
350,Simulation,Strategy,0.8394372150627668,0.8055923706691214,25
351,Sports,Simulation,0.5158399373662297,0.30855604305076967,38
352,Adventure,Action,0.5306528175317812,0.5475106100693061,54
353,Strategy,Puzzle,0.49702597052323844,0.04655194894875901,53
354,Sports,Simulation,0.6841401964454974,0.35128842068282456,30
355,Social,Puzzle,0.4307427071576286,0.39190926033275403,27
356,Social,Simulation,0.5395257155392911,0.5919538111194621,19
357,Simulation,Strategy,0.8413991058614791,0.39438967921016943,21
358,Social,Action,0.17545736663622094,0.5869277409745547,25
359,Creative,Action,0.9201673450587274,0.7590818966572539,15
360,Creative,Adventure,0.7353118613480741,0.4607177429489869,28
361,Action,Social,0.797252846343212,0.5975645816629432,30
362,Puzzle,Adventure,0.5547728965251262,0.5132876482019503,55
363,Simulation,Creative,0.42473976790245943,0.9878094719606009,29
364,Social,Creative,0.09928586984812557,0.25910572422378114,55
365,Sports,Strategy,0.77377245472322,0.38092251498179475,36
366,Sports,Action,0.7264910323017161,0.08573513050046366,53
367,Sports,Strategy,0.4206517655324749,0.8157873506410609,36
368,Adventure,Action,0.4841505221362015,0.5432745653313108,41
369,Creative,Action,0.5446470100926569,0.8495331133214674,28
370,Creative,Adventure,0.7788080896009123,0.4413733735474889,30
371,Adventure,Puzzle,0.7248859494973519,0.7440544810732606,26
372,Social,Simulation,0.9420675812135187,0.5008622094308346,34
373,Social,Simulation,0.8353046683338565,0.8119374016333243,39
374,Sports,Action,0.29331057582181236,0.45842368321346305,32
375,Strategy,Social,0.8421065990648325,0.4926766510663687,11
376,Sports,Simulation,0.8839258519014205,0.5044595642635266,19
377,Simulation,Puzzle,0.1801930539805434,0.7562505392598083,27
378,Simulation,Social,0.27435269031117043,0.7218345660907569,33
379,Sports,Strategy,0.763203745705095,0.8721789422418657,22
380,Action,Puzzle,0.724638032160877,0.7515094468172049,39
381,Strategy,Adventure,0.7394883439619975,0.8551350851610658,37
382,Action,Strategy,0.3557351691078016,0.6671717711683298,28
383,Creative,Sports,0.19408909577886763,0.24741648228373478,34
384,Action,Social,0.42811580703647306,0.5807883083036592,16
385,Sports,Puzzle,0.6002609136687257,0.18778547128959935,16
386,Strategy,Adventure,0.7645307742375849,0.6573773669372732,45
387,Strategy,Social,0.6494131433087701,0.5233598220639041,16
388,Strategy,Sports,0.6866188142420376,0.5170718944267106,34
389,Creative,Action,0.3235307304068742,0.17279983326123882,17
390,Adventure,Strategy,0.5725077033210729,0.303162685306629,12
391,Creative,Sports,0.5309050657005182,0.1722005091784924,52
392,Puzzle,Sports,0.3733902248992331,0.41476474544893455,30
393,Simulation,Action,0.9234794838805558,0.8566816535137465,35
394,Simulation,Adventure,0.4085616346415379,0.21814772550342976,38
395,Action,Creative,0.5615847859142159,0.32396693650788594,18
396,Social,Puzzle,0.31619021317398616,0.35918310993959074,35
397,Puzzle,Social,0.6296935751904981,0.3913656715453105,24
398,Simulation,Sports,0.8295034862653644,0.19186426490326147,55
399,Simulation,Creative,0.4273274984830028,0.726408962355452,13
400,Simulation,Action,0.48714281514187474,0.592587408568616,55
401,Action,Social,0.9266079536747781,0.32830589980655733,30
402,Social,Creative,0.755078938856771,0.25939372425089685,32
403,Action,Creative,0.5199633347922504,0.23349863768108017,35
404,Strategy,Sports,0.8791793566613043,0.4661704464893443,46
405,Social,Sports,0.6071639393681885,0.5775298112314492,29
406,Social,Sports,0.30473213914962083,0.41758395436634416,23
407,Sports,Creative,0.7302261256935801,0.526254083197062,27
408,Strategy,Social,0.5029765093865148,0.17066118920385126,36
409,Strategy,Simulation,0.23021145320732858,0.33128474086731013,49
410,Puzzle,Sports,0.6730226494683224,0.25023708052145055,33
411,Sports,Adventure,0.3370621449679273,0.8085641440932488,55
412,Sports,Simulation,0.6226615164238164,0.4096912678160422,32
413,Strategy,Sports,0.6754774896899995,0.414602431598926,38
414,Simulation,Action,0.23083682573500894,0.4406718461581989,18
415,Action,Puzzle,0.8912666833131231,0.5854948383411928,38
416,Sports,Simulation,0.6221891860469001,0.027106435037114,41
417,Social,Simulation,0.3451662716099575,0.8048302963129432,35
418,Sports,Social,0.877059124838986,0.43185677399270234,36
419,Puzzle,Strategy,0.6546253737840618,0.47902991301421216,29
420,Creative,Sports,0.6154655772278376,0.422575647489965,25
421,Creative,Puzzle,0.7991114951817861,0.8453571263746104,28
422,Creative,Simulation,0.40190073895172673,0.6687496441410071,50
423,Simulation,Strategy,0.8226797532708972,0.6388721395133277,31
424,Strategy,Adventure,0.8619519585279587,0.3258780193034644,30
425,Simulation,Strategy,0.8509323396513027,0.693158385053643,21
426,Action,Adventure,0.7934337037622604,0.898449473688385,30
427,Adventure,Action,0.5637159358558916,0.2192434687863659,42
428,Puzzle,Adventure,0.4246072276469493,0.5814698677093021,23
429,Action,Adventure,0.3572614467302097,0.2759123969031643,48
430,Simulation,Social,0.7365189336763452,0.805821331714007,35
431,Simulation,Social,0.7616054760018597,0.39353029102536474,46
432,Puzzle,Adventure,0.7414923243308459,0.6167383558199303,14
433,Creative,Adventure,0.5177531338272375,0.6792104810636079,35
434,Strategy,Action,0.7438923765066283,0.43163057299788793,48
435,Action,Simulation,0.45515779943499685,0.2499868443899177,29
436,Adventure,Puzzle,0.764034731864005,0.23771054859358,43
437,Simulation,Puzzle,0.7027970371024337,0.38223328191415296,55
438,Creative,Sports,0.4430191327133971,0.3181630409671357,32
439,Social,Simulation,0.5215252259333211,0.5160220244566948,54
440,Action,Adventure,0.6079457932126583,0.36156487659160635,27
441,Sports,Strategy,0.8297063587321386,0.21858324175901953,42
442,Puzzle,Strategy,0.5130844584814124,0.4441527159540384,19
443,Adventure,Puzzle,0.8089969367965653,0.40223128107154976,26
444,Sports,Creative,0.694588827462303,0.3622388675193256,24
445,Creative,Simulation,0.21438628594686407,0.5682931542869954,33
446,Adventure,Sports,0.4926486803267961,0.14361139431743097,46
447,Adventure,Action,0.44155359640794206,0.6409214065225729,23
448,Social,Creative,0.23267577083954522,0.8685762494196203,33
449,Puzzle,Action,0.36506764705761113,0.7883225000558702,21
450,Puzzle,Action,0.6083179141084735,0.42961183381906287,50
451,Strategy,Adventure,0.35296003124840536,0.2566810318627223,55
452,Action,Sports,0.321359358585036,0.5349858402599401,55
453,Action,Creative,0.9602152379080493,0.4342194404821345,24
454,Sports,Adventure,0.7474333341403444,0.07752074987991542,22
455,Simulation,Social,0.4475190597376211,0.85413584886393,39
