user_id,experience_id,experience_name,category,quality_score,popularity_score,novelty_score,difficulty,avg_session_minutes,preferred_category,secondary_category,novelty_preference,social_preference,preferred_session_minutes,primary_category_match,secondary_category_match,session_length_gap,novelty_alignment,meaningful_engagement,personalized_score,rank
2,1003,Experience 1003,Puzzle,0.7658593377467232,0.3759100169419204,0.0773164253661275,0.4674845394285718,49,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,1.0,0.0,0.4166666666666667,0.7521383162459718,0,0.7484120575442382,4
2,1072,Experience 1072,Puzzle,0.7449779069249327,0.3414623639761886,0.973475515285742,0.3783180142237856,25,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,1.0,0.0,0.0166666666666666,0.3517025938344136,0,0.74441945618337,5
3,1008,Experience 1008,Adventure,0.8415828324170402,0.3364498304651394,0.599089106012921,0.2728043301458357,40,Adventure,Action,0.3497200426062143,0.3966967011775072,50,1.0,0.0,0.1666666666666666,0.7506309365932933,1,0.7804650052577916,1
3,1077,Experience 1077,Adventure,0.8965830938027713,0.1988675594053931,0.098043795325636,0.9940777724523784,46,Adventure,Action,0.3497200426062143,0.3966967011775072,50,1.0,0.0,0.0666666666666666,0.7483237527194218,0,0.7716100804827444,2
3,1101,Experience 1101,Adventure,0.7760911633714107,0.1624374115097873,0.2510263664566988,0.468231405693584,28,Adventure,Action,0.3497200426062143,0.3966967011775072,50,1.0,0.0,0.3666666666666666,0.9013063238504844,0,0.7498139864593117,3
3,1040,Experience 1040,Adventure,0.8007594991172722,0.3266907558049443,0.1528993913771743,0.3143479426299048,10,Adventure,Action,0.3497200426062143,0.3966967011775072,50,1.0,0.0,0.6666666666666666,0.80317934877096,1,0.7220508830225103,4
3,1022,Experience 1022,Adventure,0.5006486309375991,0.407575941114626,0.4697425498140824,0.908608246555642,36,Adventure,Action,0.3497200426062143,0.3966967011775072,50,1.0,0.0,0.2333333333333333,0.8799774927921319,1,0.7218022431319715,5
4,1092,Experience 1092,Sports,0.8280410369904486,0.5343815491606264,0.7426691928850321,0.6904019545155015,39,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,1.0,0.0,0.0666666666666666,0.8849665215645555,1,0.8368424696368915,1
4,1105,Experience 1105,Sports,0.6106599794863272,0.6391373818905719,0.6213931070244737,0.2894297075080649,54,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,1.0,0.0,0.1833333333333333,0.9937573925748862,0,0.8151111841270243,2
4,1024,Experience 1024,Sports,0.7120515552427965,0.5535760301547662,0.4935230317114728,0.4609313910731102,39,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,1.0,0.0,0.0666666666666666,0.8658873172618853,1,0.8146290285566604,3
4,1102,Experience 1102,Sports,0.9402838286695968,0.4125021221616953,0.1907643304361418,0.200562471321554,40,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,1.0,0.0,0.05,0.5631286159865543,1,0.8067462250931173,4
4,1005,Experience 1005,Sports,0.725440926488475,0.5102685875213342,0.2459903544501388,0.2409271164143122,19,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,1.0,0.0,0.4,0.6183546400005513,1,0.7541780336499788,5
5,1115,Experience 1115,Simulation,0.626658707429628,0.7075065986188209,0.5404405149990236,0.2246894745458737,42,Simulation,Action,0.5773067262079463,0.1157631577544863,45,1.0,0.0,0.05,0.9631337887910772,1,0.7734483678481707,1
5,1033,Experience 1033,Simulation,0.8859147305780027,0.259942782541492,0.2648265360525452,0.1086571032622624,31,Simulation,Action,0.5773067262079463,0.1157631577544863,45,1.0,0.0,0.2333333333333333,0.6875198098445989,1,0.7383398742465249,2
5,1028,Experience 1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.4943145335346177,16,Simulation,Action,0.5773067262079463,0.1157631577544863,45,1.0,0.0,0.4833333333333333,0.6715806314252397,0,0.7316544534668044,3
5,1056,Experience 1056,Simulation,0.5850817489192739,0.1274880872408227,0.8708251250831834,0.1754622465790878,53,Simulation,Action,0.5773067262079463,0.1157631577544863,45,1.0,0.0,0.1333333333333333,0.7064816011247629,0,0.701437598176261,4
5,1114,Experience 1114,Simulation,0.9094073794904848,0.2867325336723821,0.0751050358773748,0.4020477981570693,23,Simulation,Action,0.5773067262079463,0.1157631577544863,45,1.0,0.0,0.3666666666666666,0.4977983096694285,0,0.6964605620899142,5
6,1103,Experience 1103,Action,0.6677544964493587,0.4461723957193605,0.794276194278496,0.1853752728024856,59,Action,Creative,0.4908872770787858,0.4723499023023099,50,1.0,0.0,0.15,0.6966110828002898,1,0.7947831010373801,1
6,1086,Experience 1086,Action,0.6307900998772656,0.1325899003231649,0.3014212434741936,0.1888364204756389,42,Action,Creative,0.4908872770787858,0.4723499023023099,50,1.0,0.0,0.1333333333333333,0.8105339663954079,0,0.771556119286848,2
6,1067,Experience 1067,Creative,0.788764048918011,0.4580972487220676,0.5921026845821029,0.4299570499000478,43,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,1.0,0.1166666666666666,0.8987845924966829,1,0.6647124601930458,3
6,1038,Experience 1038,Creative,0.8025898263845425,0.4058560569474049,0.8087225901435202,0.8729120163870842,60,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,1.0,0.1666666666666666,0.6821646869352656,0,0.6309157500365092,4
6,1065,Experience 1065,Creative,0.7619316682455927,0.3645751585148475,0.2630179910479239,0.9645188861392016,47,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,1.0,0.05,0.7721307139691381,1,0.621322309970715,5
7,1006,Experience 1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Action,Strategy,0.6404978666621097,0.2130587352453453,45,1.0,0.0,0.2833333333333333,0.8357646218774759,0,0.8106768108394714,1
7,1055,Experience 1055,Action,0.9121309206982589,0.3826203354113438,0.2499073592941251,0.1919211614110854,38,Action,Strategy,0.6404978666621097,0.2130587352453453,45,1.0,0.0,0.1166666666666666,0.6094094926320155,0,0.7863606384345111,2
7,1035,Experience 1035,Action,0.684933354468736,0.2628151072276272,0.2926692360835166,0.7930049789596304,54,Action,Strategy,0.6404978666621097,0.2130587352453453,45,1.0,0.0,0.15,0.6521713694214069,0,0.7394522832845195,3
7,1086,Experience 1086,Action,0.6307900998772656,0.1325899003231649,0.3014212434741936,0.1888364204756389,42,Action,Strategy,0.6404978666621097,0.2130587352453453,45,1.0,0.0,0.05,0.6609233768120839,0,0.7340206536798903,4
7,1011,Experience 1011,Strategy,0.8438936347604792,0.3089791482471649,0.5527453913687409,0.302964628837302,52,Action,Strategy,0.6404978666621097,0.2130587352453453,45,0.0,1.0,0.1166666666666666,0.9122475247066312,0,0.6194908875340345,5
8,1043,Experience 1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Creative,Social,0.8102480228653487,0.5705167914039545,12,1.0,0.0,0.5833333333333334,0.7840328340517616,0,0.8128597348076653,1
8,1067,Experience 1067,Creative,0.788764048918011,0.4580972487220676,0.5921026845821029,0.4299570499000478,43,Creative,Social,0.8102480228653487,0.5705167914039545,12,1.0,0.0,0.5166666666666667,0.7818546617167542,0,0.7873118187719473,2
8,1021,Experience 1021,Creative,0.6317033375365485,0.227795161908673,0.5969784094803497,0.8897794665398687,40,Creative,Social,0.8102480228653487,0.5705167914039545,12,1.0,0.0,0.4666666666666667,0.786730386615001,1,0.7465432324309978,3
8,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,1.0,0.1833333333333333,0.9941695105296104,0,0.7375574164175698,4
8,1062,Experience 1062,Creative,0.7566608128373626,0.2501254620138091,0.431135077105207,0.8144738760309339,50,Creative,Social,0.8102480228653487,0.5705167914039545,12,1.0,0.0,0.6333333333333333,0.6208870542398583,1,0.7335980038617215,5
9,1026,Experience 1026,Puzzle,0.7847705334160814,0.4236675665053301,0.2918167090217533,0.0158055554401338,14,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,1.0,0.0,0.0166666666666666,0.9924731502691654,1,0.7987982598302148,1
9,1046,Experience 1046,Puzzle,0.9358581895296346,0.2937905951089806,0.3646871905132503,0.5570017818814502,30,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,1.0,0.0,0.2833333333333333,0.9346563682393376,1,0.7924859579590392,2
9,1004,Experience 1004,Puzzle,0.809305382335664,0.5027055170834634,0.7716046143560276,0.3920600224154432,16,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,1.0,0.0,0.05,0.5277389443965603,1,0.7587455945089596,3
9,1019,Experience 1019,Puzzle,0.5059661119161158,0.8228200647408448,0.2570325653065184,0.9988296373336586,24,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,1.0,0.0,0.1833333333333333,0.9576890065539304,1,0.7465287243484592,4
9,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,1.0,0.0,0.3666666666666666,0.4151310652274145,0,0.7341795283157532,5
10,1028,Experience 1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.4943145335346177,16,Simulation,Puzzle,0.902223087754051,0.1687104085787757,40,1.0,0.0,0.4,0.9964969929713444,1,0.7884987061994193,1
10,1115,Experience 1115,Simulation,0.626658707429628,0.7075065986188209,0.5404405149990236,0.2246894745458737,42,Simulation,Puzzle,0.902223087754051,0.1687104085787757,40,1.0,0.0,0.0333333333333333,0.6382174272449725,0,0.7416246591032599,2
10,1056,Experience 1056,Simulation,0.5850817489192739,0.1274880872408227,0.8708251250831834,0.1754622465790878,53,Simulation,Puzzle,0.902223087754051,0.1687104085787757,40,1.0,0.0,0.2166666666666666,0.9686020373291324,1,0.741247521656428,3
10,1016,Experience 1016,Simulation,0.6327408434291123,0.2893552650923534,0.337198205686132,0.4979318527888876,53,Simulation,Puzzle,0.902223087754051,0.1687104085787757,40,1.0,0.0,0.2166666666666666,0.4349751179320811,1,0.6630396035923412,4
10,1072,Experience 1072,Puzzle,0.7449779069249327,0.3414623639761886,0.973475515285742,0.3783180142237856,25,Simulation,Puzzle,0.902223087754051,0.1687104085787757,40,0.0,1.0,0.25,0.928747572468309,1,0.6000381030890108,5
11,1003,Experience 1003,Puzzle,0.7658593377467232,0.3759100169419204,0.0773164253661275,0.4674845394285718,49,Puzzle,Simulation,0.4852778426941825,0.870087119461988,52,1.0,0.0,0.05,0.592038582671945,1,0.765882304748543,1
11,1090,Experience 1090,Puzzle,0.5586098880458512,0.4251872277402517,0.5338484342208252,0.861814417816014,19,Puzzle,Simulation,0.4852778426941825,0.870087119461988,52,1.0,0.0,0.55,0.9514294084733574,0,0.7428558894446803,2
11,1030,Experience 1030,Puzzle,0.5255875329645523,0.2576702884243441,0.6969604774228595,0.5681673512913645,13,Puzzle,Simulation,0.4852778426941825,0.870087119461988,52,1.0,0.0,0.65,0.7883173652713231,1,0.7010766993836242,3
11,1028,Experience 1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.4943145335346177,16,Puzzle,Simulation,0.4852778426941825,0.870087119461988,52,0.0,1.0,0.6,0.579551747911476,0,0.5427399822760057,4
11,1114,Experience 1114,Simulation,0.9094073794904848,0.2867325336723821,0.0751050358773748,0.4020477981570693,23,Puzzle,Simulation,0.4852778426941825,0.870087119461988,52,0.0,1.0,0.4833333333333333,0.5898271931831923,0,0.5321127837094094,5
12,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Social,Puzzle,0.5779274348262325,0.5615544822388173,18,1.0,0.0,0.1333333333333333,0.9583250579170832,0,0.8275722725822632,1
12,1085,Experience 1085,Social,0.715133524882573,0.3923165755464828,0.681782684374937,0.3715432084063615,41,Social,Puzzle,0.5779274348262325,0.5615544822388173,18,1.0,0.0,0.3833333333333333,0.8961447504512955,1,0.8244647092453622,2
12,1012,Experience 1012,Social,0.4912469181469279,0.4504706076181689,0.5423234103127773,0.3692728413409686,11,Social,Puzzle,0.5779274348262325,0.5615544822388173,18,1.0,0.0,0.1166666666666666,0.9643959754865448,0,0.8101779816522904,3
12,1002,Experience 1002,Social,0.5654662227449457,0.1419781043952984,0.4876512775379703,0.1763555764178013,30,Social,Puzzle,0.5779274348262325,0.5615544822388173,18,1.0,0.0,0.2,0.9097238427117378,0,0.7980314485540331,4
12,1007,Experience 1007,Social,0.6113602755027672,0.3693255620200327,0.760432490906593,0.3138467721116466,56,Social,Puzzle,0.5779274348262325,0.5615544822388173,18,1.0,0.0,0.6333333333333333,0.8174949439196395,1,0.7858045151049856,5
13,1043,Experience 1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Creative,Puzzle,0.4926834838463674,0.1059931363095801,39,1.0,0.0,0.1333333333333333,0.8984026269292571,1,0.834500173981117,1
13,1052,Experience 1052,Creative,0.6879474895864814,0.8150878066775633,0.5427584275418881,0.4028796085076296,43,Creative,Puzzle,0.4926834838463674,0.1059931363095801,39,1.0,0.0,0.0666666666666666,0.9499250563044792,1,0.8169378585860136,2
13,1062,Experience 1062,Creative,0.7566608128373626,0.2501254620138091,0.431135077105207,0.8144738760309339,50,Creative,Puzzle,0.4926834838463674,0.1059931363095801,39,1.0,0.0,0.1833333333333333,0.9384515932588396,1,0.7867414841349102,3
13,1038,Experience 1038,Creative,0.8025898263845425,0.4058560569474049,0.8087225901435202,0.8729120163870842,60,Creative,Puzzle,0.4926834838463674,0.1059931363095801,39,1.0,0.0,0.35,0.6839608937028472,0,0.7710806772882531,4
13,1076,Experience 1076,Creative,0.7805257487778566,0.3562342599893083,0.7812983230640933,0.571167362055741,8,Creative,Puzzle,0.4926834838463674,0.1059931363095801,39,1.0,0.0,0.5166666666666667,0.7113851607822741,0,0.7490472811330868,5
14,1059,Experience 1059,Social,0.7489549716721217,0.4911530499138364,0.6826986067555766,0.9132851837019758,49,Social,Simulation,0.5816528784578859,0.8313799625665546,53,1.0,0.0,0.0666666666666666,0.8989542717023093,1,0.8513817643768445,1
14,1085,Experience 1085,Social,0.715133524882573,0.3923165755464828,0.681782684374937,0.3715432084063615,41,Social,Simulation,0.5816528784578859,0.8313799625665546,53,1.0,0.0,0.2,0.8998701940829489,1,0.8379168456108119,2
14,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Social,Simulation,0.5816528784578859,0.8313799625665546,53,1.0,0.0,0.5,0.7655743661221476,1,0.8261817728514825,3
14,1002,Experience 1002,Social,0.5654662227449457,0.1419781043952984,0.4876512775379703,0.1763555764178013,30,Social,Simulation,0.5816528784578859,0.8313799625665546,53,1.0,0.0,0.3833333333333333,0.9059983990800844,0,0.7875273988103529,4
14,1098,Experience 1098,Social,0.534058177188557,0.4459803600128759,0.2707495249900757,0.7298152463028666,35,Social,Simulation,0.5816528784578859,0.8313799625665546,53,1.0,0.0,0.3,0.6890966465321898,1,0.7683039712609881,5
15,1075,Experience 1075,Puzzle,0.7701763699744956,0.5714931074517187,0.7080993700732455,0.0043057756676786,58,Puzzle,Adventure,0.2828544439209006,0.1917227586377731,55,1.0,0.0,0.05,0.5747550738476551,1,0.7817876913533239,1
15,1003,Experience 1003,Puzzle,0.7658593377467232,0.3759100169419204,0.0773164253661275,0.4674845394285718,49,Puzzle,Adventure,0.2828544439209006,0.1917227586377731,55,1.0,0.0,0.1,0.794461981445227,0,0.771977698775234,2
15,1026,Experience 1026,Puzzle,0.7847705334160814,0.4236675665053301,0.2918167090217533,0.0158055554401338,14,Puzzle,Adventure,0.2828544439209006,0.1917227586377731,55,1.0,0.0,0.6833333333333333,0.9910377348991471,1,0.7634689443820328,3
15,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Puzzle,Adventure,0.2828544439209006,0.1917227586377731,55,1.0,0.0,0.3333333333333333,0.3986419503957271,1,0.7490362998510295,4
15,1019,Experience 1019,Puzzle,0.5059661119161158,0.8228200647408448,0.2570325653065184,0.9988296373336586,24,Puzzle,Adventure,0.2828544439209006,0.1917227586377731,55,1.0,0.0,0.5166666666666667,0.9741781213856178,1,0.7362118805156045,5
16,1033,Experience 1033,Simulation,0.8859147305780027,0.259942782541492,0.2648265360525452,0.1086571032622624,31,Simulation,Social,0.7058526202323885,0.813787326567853,12,1.0,0.0,0.3166666666666666,0.5589739158201568,0,0.7592833695185855,1
16,1114,Experience 1114,Simulation,0.9094073794904848,0.2867325336723821,0.0751050358773748,0.4020477981570693,23,Simulation,Social,0.7058526202323885,0.813787326567853,12,1.0,0.0,0.1833333333333333,0.3692524156449863,1,0.7416077496350195,2
16,1025,Experience 1025,Social,0.838744739121835,0.7279884901895025,0.5876677647056102,0.0811540004238993,14,Simulation,Social,0.7058526202323885,0.813787326567853,12,0.0,1.0,0.0333333333333333,0.8818151444732217,1,0.7410152112872538,3
16,1010,Experience 1010,Simulation,0.8201589080775701,0.1741976609077686,0.1927429310808082,0.4388217018019487,21,Simulation,Social,0.7058526202323885,0.813787326567853,12,1.0,0.0,0.15,0.4868903108484198,1,0.7390154172664984,4
16,1078,Experience 1078,Simulation,0.9139745006021852,0.4875947260651535,0.1081242288365573,0.0386443098268846,51,Simulation,Social,0.7058526202323885,0.813787326567853,12,1.0,0.0,0.65,0.4022716086041689,0,0.7292299917597297,5
17,1017,Experience 1017,Adventure,0.8986224157650411,0.4138920991005588,0.5580723954683906,0.6429984233408326,53,Adventure,Action,0.2522452360273752,0.4240749445306238,44,1.0,0.0,0.15,0.6941728405589846,1,0.7864881456608677,1
17,1077,Experience 1077,Adventure,0.8965830938027713,0.1988675594053931,0.098043795325636,0.9940777724523784,46,Adventure,Action,0.2522452360273752,0.4240749445306238,44,1.0,0.0,0.0333333333333333,0.8457985592982609,1,0.7856890167445683,2
17,1099,Experience 1099,Adventure,0.8332801744008336,0.4077151465805127,0.8307594812615263,0.7545731382181347,49,Adventure,Action,0.2522452360273752,0.4240749445306238,44,1.0,0.0,0.0833333333333333,0.4214857547658489,0,0.7512742716538593,3
17,1118,Experience 1118,Adventure,0.6594774101626886,0.3565880675711896,0.5086937555214479,0.0351168111096665,58,Adventure,Action,0.2522452360273752,0.4240749445306238,44,1.0,0.0,0.2333333333333333,0.7435514805059273,1,0.74370863684575,4
17,1040,Experience 1040,Adventure,0.8007594991172722,0.3266907558049443,0.1528993913771743,0.3143479426299048,10,Adventure,Action,0.2522452360273752,0.4240749445306238,44,1.0,0.0,0.5666666666666667,0.9006541553497991,0,0.7435451314131728,5
18,1023,Experience 1023,Strategy,0.934275144868182,0.4241492862896971,0.2179097364670654,0.7914514878076223,48,Strategy,Simulation,0.4638966389360204,0.386117888051016,38,1.0,0.0,0.1666666666666666,0.7540130975310451,0,0.7665565447281003,1
18,1063,Experience 1063,Strategy,0.7810917854701819,0.2349952712342425,0.5114173417348135,0.235256388415645,21,Strategy,Simulation,0.4638966389360204,0.386117888051016,38,1.0,0.0,0.2833333333333333,0.952479297201207,0,0.752962385454139,2
18,1115,Experience 1115,Simulation,0.626658707429628,0.7075065986188209,0.5404405149990236,0.2246894745458737,42,Strategy,Simulation,0.4638966389360204,0.386117888051016,38,0.0,1.0,0.0666666666666666,0.9234561239369968,0,0.5855759183302983,3
18,1078,Experience 1078,Simulation,0.9139745006021852,0.4875947260651535,0.1081242288365573,0.0386443098268846,51,Strategy,Simulation,0.4638966389360204,0.386117888051016,38,0.0,1.0,0.2166666666666666,0.6442275899005369,0,0.564562648492565,4
18,1028,Experience 1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.4943145335346177,16,Strategy,Simulation,0.4638966389360204,0.386117888051016,38,0.0,1.0,0.3666666666666666,0.5581705441533138,0,0.5312305622053306,5
19,1011,Experience 1011,Strategy,0.8438936347604792,0.3089791482471649,0.5527453913687409,0.302964628837302,52,Strategy,Action,0.6031914102094686,0.7556534871954608,10,1.0,0.0,0.7,0.9495539811592724,0,0.7506877193162753,1
19,1034,Experience 1034,Strategy,0.5016628944231066,0.7184788322001798,0.7569144817322334,0.2251776661055454,11,Strategy,Action,0.6031914102094686,0.7556534871954608,10,1.0,0.0,0.0166666666666666,0.8462769284772352,1,0.7495489320985951,2
19,1066,Experience 1066,Strategy,0.5933044321129625,0.8148765601157231,0.9082281614290438,0.2645976053461583,23,Strategy,Action,0.6031914102094686,0.7556534871954608,10,1.0,0.0,0.2166666666666666,0.6949632487804248,0,0.7426198695833353,3
19,1023,Experience 1023,Strategy,0.934275144868182,0.4241492862896971,0.2179097364670654,0.7914514878076223,48,Strategy,Action,0.6031914102094686,0.7556534871954608,10,1.0,0.0,0.6333333333333333,0.6147183262575968,1,0.7200376947210767,4
19,1047,Experience 1047,Strategy,0.22550606962591,0.2148767550411004,0.6209051459122696,0.296299630453485,14,Strategy,Action,0.6031914102094686,0.7556534871954608,10,1.0,0.0,0.0666666666666666,0.982286264297199,1,0.6710425824871596,5
20,1066,Experience 1066,Strategy,0.5933044321129625,0.8148765601157231,0.9082281614290438,0.2645976053461583,23,Strategy,Sports,0.0764930213940332,0.0709829874729512,26,1.0,0.0,0.05,0.1682648599649894,0,0.6946228110906856,1
20,1045,Experience 1045,Strategy,0.6865679540637682,0.4124899761623172,0.8858497306039471,0.3446408865116177,23,Strategy,Sports,0.0764930213940332,0.0709829874729512,26,1.0,0.0,0.05,0.1906432907900861,1,0.6905167143943309,2
20,1034,Experience 1034,Strategy,0.5016628944231066,0.7184788322001798,0.7569144817322334,0.2251776661055454,11,Strategy,Sports,0.0764930213940332,0.0709829874729512,26,1.0,0.0,0.25,0.3195785396617998,1,0.6659071343071403,3
20,1102,Experience 1102,Sports,0.9402838286695968,0.4125021221616953,0.1907643304361418,0.200562471321554,40,Strategy,Sports,0.0764930213940332,0.0709829874729512,26,0.0,1.0,0.2333333333333333,0.8857286909578914,0,0.6592370125859819,4
20,1104,Experience 1104,Sports,0.7763284069557427,0.7928984171430337,0.1707069630824686,0.4638281104628762,33,Strategy,Sports,0.0764930213940332,0.0709829874729512,26,0.0,1.0,0.1166666666666666,0.9057860583115646,1,0.6574284872102858,5
21,1006,Experience 1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Action,Puzzle,0.5713914907511481,0.7448388959092858,30,1.0,0.0,0.0333333333333333,0.7666582459665143,1,0.8408424537457889,1
21,1055,Experience 1055,Action,0.9121309206982589,0.3826203354113438,0.2499073592941251,0.1919211614110854,38,Action,Puzzle,0.5713914907511481,0.7448388959092858,30,1.0,0.0,0.1333333333333333,0.6785158685429771,1,0.8173108784639675,2
21,1068,Experience 1068,Action,0.698456042052288,0.2594560290757449,0.3550613668330224,0.4325155932423661,21,Action,Puzzle,0.5713914907511481,0.7448388959092858,30,1.0,0.0,0.15,0.7836698760818743,1,0.7860984284810874,3
21,1046,Experience 1046,Puzzle,0.9358581895296346,0.2937905951089806,0.3646871905132503,0.5570017818814502,30,Action,Puzzle,0.5713914907511481,0.7448388959092858,30,0.0,1.0,0.0,0.7932956997621021,0,0.681819885120156,4
21,1075,Experience 1075,Puzzle,0.7701763699744956,0.5714931074517187,0.7080993700732455,0.0043057756676786,58,Action,Puzzle,0.5713914907511481,0.7448388959092858,30,0.0,1.0,0.4666666666666667,0.8632921206779026,1,0.6527457885024692,5
22,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Social,Adventure,0.8334832108831476,0.5232595333524971,37,1.0,0.0,0.2333333333333333,0.9825953014525908,0,0.8510147697038933,1
22,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Social,Adventure,0.8334832108831476,0.5232595333524971,37,1.0,0.0,0.0333333333333333,0.6731574034790969,0,0.8185981639993123,2
22,1061,Experience 1061,Social,0.9515114053456256,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Social,Adventure,0.8334832108831476,0.5232595333524971,37,1.0,0.0,0.3166666666666666,0.5503182295248881,0,0.8157833636971129,3
22,1074,Experience 1074,Social,0.7411737446379107,0.1336446501121093,0.5667526591354218,0.2130749343990023,32,Social,Adventure,0.8334832108831476,0.5232595333524971,37,1.0,0.0,0.0833333333333333,0.7332694482522742,0,0.8056839410256886,4
