experience_id,category,quality_score,popularity_score,novelty_score,difficulty,avg_session_minutes,experience_name
1082,Adventure,0.9400697448772719,0.6645999956719907,0.1368397110942475,0.08904200507505322,28,Experience 1082
1083,Sports,0.5638116113845065,0.5523903507798276,0.3674940432740611,0.3952346537588943,26,Experience 1083
1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Experience 1084
1085,Social,0.715133524882573,0.39231657554648286,0.681782684374937,0.37154320840636157,41,Experience 1085
1086,Action,0.6307900998772656,0.13258990032316498,0.30142124347419363,0.18883642047563898,42,Experience 1086
1087,Creative,0.7417160017369715,0.39800694016107663,0.5803538931422866,0.19549582739658733,33,Experience 1087
1088,Sports,0.931739259022481,0.42078797748783864,0.5549692853271866,0.41004878691499425,11,Experience 1088
1089,Sports,0.3014679423689484,0.7496212264791996,0.8991409816135325,0.47941707480589113,60,Experience 1089
1090,Puzzle,0.5586098880458512,0.4251872277402517,0.5338484342208252,0.861814417816014,19,Experience 1090
1091,Sports,0.6742348817628386,0.2717222536331008,0.7498162980972818,0.6422524185679935,12,Experience 1091
1092,Sports,0.8280410369904486,0.5343815491606264,0.7426691928850321,0.6904019545155015,39,Experience 1092
1093,Puzzle,0.5054580561223759,0.3724006037822283,0.14444974737398128,0.982987171535907,29,Experience 1093
1094,Strategy,0.777065958629862,0.5840090382012306,0.30161475928009857,0.41184344030097375,40,Experience 1094
1095,Creative,0.5802362817422383,0.40060039171934336,0.7708173982045061,0.4033544032491283,54,Experience 1095
1096,Adventure,0.7903170826018652,0.47516273627694944,0.5362341337297925,0.9233469677258123,13,Experience 1096
1097,Social,0.6621084266035628,0.37662003975425473,0.5070806368539267,0.24587558700505863,23,Experience 1097
1098,Social,0.534058177188557,0.4459803600128759,0.27074952499007576,0.7298152463028666,35,Experience 1098
1099,Adventure,0.8332801744008336,0.4077151465805127,0.8307594812615263,0.7545731382181347,49,Experience 1099
1100,Sports,0.8539423752816214,0.5771516782683807,0.6603015579098336,0.09778799744544309,39,Experience 1100
1101,Adventure,0.7760911633714107,0.16243741150978735,0.2510263664566988,0.468231405693584,28,Experience 1101
1102,Sports,0.9402838286695967,0.41250212216169535,0.1907643304361418,0.20056247132155403,40,Experience 1102
1103,Action,0.6677544964493587,0.44617239571936057,0.794276194278496,0.18537527280248567,59,Experience 1103
1104,Sports,0.7763284069557427,0.7928984171430337,0.17070696308246863,0.4638281104628762,33,Experience 1104
1105,Sports,0.6106599794863272,0.6391373818905719,0.6213931070244737,0.28942970750806496,54,Experience 1105
1106,Sports,0.8146785788760947,0.3647619692710552,0.6750256601127794,0.7960604476258709,49,Experience 1106
1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Experience 1107
1108,Puzzle,0.8425576923542274,0.4822507608830354,0.666849920378606,0.8027206052883656,21,Experience 1108
1109,Social,0.5415451963988065,0.6320276759129257,0.4602651355822746,0.26603087262166525,48,Experience 1109
1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.27413439368860837,18,Experience 1110
1111,Sports,0.9428982678236225,0.8155250577848677,0.575778764164542,0.2547283501174674,25,Experience 1111
1112,Simulation,0.27359531317942476,0.4885963348973961,0.6296328968909383,0.13503809605623607,20,Experience 1112
1113,Puzzle,0.31435340576071746,0.7407415888945685,0.7096912838106965,0.9437983681037112,40,Experience 1113
1114,Simulation,0.9094073794904847,0.28673253367238216,0.07510503587737487,0.40204779815706937,23,Experience 1114
1115,Simulation,0.626658707429628,0.7075065986188209,0.5404405149990236,0.22468947454587374,42,Experience 1115
1116,Action,0.6678760843020042,0.5482724230839826,0.6479003468582198,0.8466710505082435,57,Experience 1116
1117,Adventure,0.41439548524848824,0.5042520610293434,0.5381695778516243,0.39919530265779046,51,Experience 1117
1118,Adventure,0.6594774101626886,0.3565880675711896,0.5086937555214479,0.03511681110966658,58,Experience 1118
1119,Action,0.8086136050725224,0.7572883677081093,0.5086964614589882,0.16194157024963118,9,Experience 1119
